ID_plot_subplot.x	Zone	Treatment	Plot	Subplot	Depth	mean_ri	se_ri	elevation_raw	ID_plot_subplot.y	elevation	elevation_coeff
252A6	LM	+3.0°C	252	A6	20-30 cm	0.58723686730641	0.0791504592651806	-0.18	252A6	-0.38	0.2
252A6	LM	+3.0°C	252	A6	30-40 cm	0.617434824125292	0.0840639598252885	-0.18	252A6	-0.48	0.3
252A6	LM	+3.0°C	252	A6	40-50 cm	0.592896175382138	0.0928279544562979	-0.18	252A6	-0.58	0.4
252A6	LM	+3.0°C	252	A6	50-60 cm	0.611042591616101	0.0902489428381206	-0.18	252A6	-0.68	0.5
252A6	LM	+3.0°C	252	A6	60-70 cm	0.639155331245371	0.0920885593613167	-0.18	252A6	-0.78	0.6
252A6	LM	+3.0°C	252	A6	70-80 cm	0.566122501053562	0.081649710899532	-0.18	252A6	-0.88	0.7
252G6	LM	+3.0°C	252	G6	0-10 cm	0.176749478868242	0.0461171984053367	-0.13	252G6	-0.13	0
252G6	LM	+3.0°C	252	G6	10-20 cm	0.521473093725708	0.0766269317178529	-0.13	252G6	-0.23	0.1
252G6	LM	+3.0°C	252	G6	20-30 cm	0.686374065812336	0.0694021465820481	-0.13	252G6	-0.33	0.2
252G6	LM	+3.0°C	252	G6	30-40 cm	0.69767046245396	0.0705833263850866	-0.13	252G6	-0.43	0.3
252G6	LM	+3.0°C	252	G6	40-50 cm	0.676427529748958	0.0772148129269941	-0.13	252G6	-0.53	0.4
252G6	LM	+3.0°C	252	G6	50-60 cm	0.67780882189371	0.0780485500861049	-0.13	252G6	-0.63	0.5
252G6	LM	+3.0°C	252	G6	60-70 cm	0.737035183042084	0.0809227216321637	-0.13	252G6	-0.73	0.6
252G6	LM	+3.0°C	252	G6	70-80 cm	0.674750571475579	0.0790646168853162	-0.13	252G6	-0.83	0.7
260A6	LM	ambient	260	A6	0-10 cm	0.0367576516518041	0.0095409082622469	0.01	260A6	0.01	0
260A6	LM	ambient	260	A6	10-20 cm	0.195340590143906	0.0506550002807717	0.01	260A6	-0.09	0.1
260A6	LM	ambient	260	A6	20-30 cm	0.466468879728523	0.0954743670394573	0.01	260A6	-0.19	0.2
260A6	LM	ambient	260	A6	30-40 cm	0.548592137595094	0.0996685522183636	0.01	260A6	-0.29	0.3
260A6	LM	ambient	260	A6	40-50 cm	0.495871885958295	0.0963109374427497	0.01	260A6	-0.39	0.4
260A6	LM	ambient	260	A6	50-60 cm	0.443699713570579	0.0961761867027089	0.01	260A6	-0.49	0.5
260A6	LM	ambient	260	A6	60-70 cm	0.203365933216912	0.0443176010302806	0.01	260A6	-0.59	0.6
260A6	LM	ambient	260	A6	70-80 cm	0.0922413054907668	0.0245790968086962	0.01	260A6	-0.69	0.7
260G6	LM	ambient	260	G6	0-10 cm	0.0807127560136653	0.023730373652596	-0.02	260G6	-0.02	0
260G6	LM	ambient	260	G6	10-20 cm	0.356323148630753	0.0513651059922986	-0.02	260G6	-0.12	0.1
260G6	LM	ambient	260	G6	20-30 cm	0.623424459971446	0.081385398622433	-0.02	260G6	-0.22	0.2
260G6	LM	ambient	260	G6	30-40 cm	0.62473740961839	0.0747155648480653	-0.02	260G6	-0.32	0.3
260G6	LM	ambient	260	G6	40-50 cm	0.6276761762992	0.0689725080814507	-0.02	260G6	-0.42	0.4
260G6	LM	ambient	260	G6	50-60 cm	0.524677968241623	0.0728889331605246	-0.02	260G6	-0.52	0.5
260G6	LM	ambient	260	G6	60-70 cm	0.306176735475392	0.0691047011725364	-0.02	260G6	-0.62	0.6
260G6	LM	ambient	260	G6	70-80 cm	0.182504180260713	0.0515489581891697	-0.02	260G6	-0.72	0.7
261A6	LM	+1.5°C	261	A6	0-10 cm	0.122567990715827	0.0341159834321866	-0.01	261A6	-0.01	0
261A6	LM	+1.5°C	261	A6	10-20 cm	0.44483794458642	0.0864134008111897	-0.01	261A6	-0.11	0.1
261A6	LM	+1.5°C	261	A6	20-30 cm	0.475227731790808	0.0878720886624903	-0.01	261A6	-0.21	0.2
261A6	LM	+1.5°C	261	A6	30-40 cm	0.582772523798111	0.0887298948484165	-0.01	261A6	-0.31	0.3
261A6	LM	+1.5°C	261	A6	40-50 cm	0.527199894452906	0.0883141623010589	-0.01	261A6	-0.41	0.4
261A6	LM	+1.5°C	261	A6	50-60 cm	0.43217995943739	0.0792774389613043	-0.01	261A6	-0.51	0.5
261A6	LM	+1.5°C	261	A6	60-70 cm	0.401643676497102	0.0719749861386179	-0.01	261A6	-0.61	0.6
261A6	LM	+1.5°C	261	A6	70-80 cm	0.274525594536416	0.0554970987330164	-0.01	261A6	-0.71	0.7
261G6	LM	+1.5°C	261	G6	0-10 cm	0.0709365078914003	0.0189513039146455	-0.07	261G6	-0.07	0
261G6	LM	+1.5°C	261	G6	10-20 cm	0.406681128426794	0.0812567536358095	-0.07	261G6	-0.17	0.1
261G6	LM	+1.5°C	261	G6	20-30 cm	0.582873258592505	0.0873637849263048	-0.07	261G6	-0.27	0.2
261G6	LM	+1.5°C	261	G6	30-40 cm	0.604156168308632	0.086025822389346	-0.07	261G6	-0.37	0.3
261G6	LM	+1.5°C	261	G6	40-50 cm	0.615747805794851	0.0897178967195471	-0.07	261G6	-0.47	0.4
261G6	LM	+1.5°C	261	G6	50-60 cm	0.588962965686184	0.089028684499617	-0.07	261G6	-0.57	0.5
261G6	LM	+1.5°C	261	G6	60-70 cm	0.560858499557421	0.0709619513590524	-0.07	261G6	-0.67	0.6
261G6	LM	+1.5°C	261	G6	70-80 cm	0.288918969640922	0.052339490248292	-0.07	261G6	-0.77	0.7
262A6	LM	+3.0°C	262	A6	0-10 cm	0.116812647106658	0.036272668602783	-0.01	262A6	-0.01	0
262A6	LM	+3.0°C	262	A6	10-20 cm	0.392275306783919	0.0763952169241437	-0.01	262A6	-0.11	0.1
262A6	LM	+3.0°C	262	A6	20-30 cm	0.498051265155035	0.0848043267816185	-0.01	262A6	-0.21	0.2
262A6	LM	+3.0°C	262	A6	30-40 cm	0.586033691961957	0.086042289246918	-0.01	262A6	-0.31	0.3
262A6	LM	+3.0°C	262	A6	40-50 cm	0.630891381927936	0.0811647061924887	-0.01	262A6	-0.41	0.4
262A6	LM	+3.0°C	262	A6	50-60 cm	0.55866486917166	0.0822370655901591	-0.01	262A6	-0.51	0.5
262A6	LM	+3.0°C	262	A6	60-70 cm	0.446247809952572	0.0721275183898372	-0.01	262A6	-0.61	0.6
262A6	LM	+3.0°C	262	A6	70-80 cm	0.414005132882128	0.0708370510324917	-0.01	262A6	-0.71	0.7
262G6	LM	+3.0°C	262	G6	0-10 cm	0.0387439743467045	0.00870751599756392	-0.01	262G6	-0.01	0
262G6	LM	+3.0°C	262	G6	10-20 cm	0.246644243802567	0.0358521986965963	-0.01	262G6	-0.11	0.1
262G6	LM	+3.0°C	262	G6	20-30 cm	0.534299122226023	0.0700742790028816	-0.01	262G6	-0.21	0.2
262G6	LM	+3.0°C	262	G6	30-40 cm	0.59410652773128	0.0793545931434977	-0.01	262G6	-0.31	0.3
262G6	LM	+3.0°C	262	G6	40-50 cm	0.501498583955253	0.0669019088710903	-0.01	262G6	-0.41	0.4
262G6	LM	+3.0°C	262	G6	50-60 cm	0.373748599703656	0.0602002037705411	-0.01	262G6	-0.51	0.5
262G6	LM	+3.0°C	262	G6	60-70 cm	0.296661510552791	0.060704731151888	-0.01	262G6	-0.61	0.6
262G6	LM	+3.0°C	262	G6	70-80 cm	0.242463209590028	0.0563746229395877	-0.01	262G6	-0.71	0.7
370A6	HM	ambient	370	A6	0-10 cm	0.0224166273770091	0.0049456577146435	0.22	370A6	0.22	0
370A6	HM	ambient	370	A6	10-20 cm	0.115434081840363	0.0263661406564848	0.22	370A6	0.12	0.1
370A6	HM	ambient	370	A6	20-30 cm	0.297342981941409	0.0654897063581522	0.22	370A6	0.02	0.2
370A6	HM	ambient	370	A6	30-40 cm	0.414040158998554	0.071152535950062	0.22	370A6	-0.08	0.3
370A6	HM	ambient	370	A6	40-50 cm	0.344722803856328	0.0668263717307495	0.22	370A6	-0.18	0.4
370A6	HM	ambient	370	A6	50-60 cm	0.283210053058766	0.0504583588216529	0.22	370A6	-0.28	0.5
370A6	HM	ambient	370	A6	60-70 cm	0.305994389927214	0.0673368327514061	0.22	370A6	-0.38	0.6
370A6	HM	ambient	370	A6	70-80 cm	0.22063990261013	0.0588300368025074	0.22	370A6	-0.48	0.7
370G6	HM	ambient	370	G6	0-10 cm	0.0490693831977906	0.0170927099274472	0.27	370G6	0.27	0
370G6	HM	ambient	370	G6	10-20 cm	0.171413800264145	0.0456941202683247	0.27	370G6	0.17	0.1
370G6	HM	ambient	370	G6	20-30 cm	0.258515955600916	0.0618436582215803	0.27	370G6	0.07	0.2
370G6	HM	ambient	370	G6	30-40 cm	0.383164114960964	0.0624170464254057	0.27	370G6	-0.03	0.3
370G6	HM	ambient	370	G6	40-50 cm	0.369964055667154	0.07116552323192	0.27	370G6	-0.13	0.4
370G6	HM	ambient	370	G6	50-60 cm	0.340627018720516	0.0728158939256203	0.27	370G6	-0.23	0.5
370G6	HM	ambient	370	G6	60-70 cm	0.279413777418011	0.0721064852691349	0.27	370G6	-0.33	0.6
370G6	HM	ambient	370	G6	70-80 cm	0.22993597067968	0.0524452785982423	0.27	370G6	-0.43	0.7
371A6	HM	+1.5°C	371	A6	0-10 cm	0.0604884562621931	0.026036518701492	0.36	371A6	0.36	0
371A6	HM	+1.5°C	371	A6	10-20 cm	0.15368752194222	0.0548997372485509	0.36	371A6	0.26	0.1
371A6	HM	+1.5°C	371	A6	20-30 cm	0.375441674863328	0.0815521146302921	0.36	371A6	0.16	0.2
371A6	HM	+1.5°C	371	A6	30-40 cm	0.587102151254285	0.0880076812398079	0.36	371A6	0.06	0.3
371A6	HM	+1.5°C	371	A6	40-50 cm	0.567284260221826	0.0948250439898493	0.36	371A6	-0.04	0.4
371A6	HM	+1.5°C	371	A6	50-60 cm	0.452429120220801	0.0923570720708702	0.36	371A6	-0.14	0.5
371A6	HM	+1.5°C	371	A6	60-70 cm	0.304940054340582	0.0540207686401208	0.36	371A6	-0.24	0.6
371A6	HM	+1.5°C	371	A6	70-80 cm	0.253131880354533	0.0390014585578159	0.36	371A6	-0.34	0.7
371G6	HM	+1.5°C	371	G6	0-10 cm	0.0312904648971717	0.0102055117936367	0.33	371G6	0.33	0
371G6	HM	+1.5°C	371	G6	10-20 cm	0.233292540805776	0.0618988806672012	0.33	371G6	0.23	0.1
371G6	HM	+1.5°C	371	G6	20-30 cm	0.408315673225305	0.0949764646747124	0.33	371G6	0.13	0.2
371G6	HM	+1.5°C	371	G6	30-40 cm	0.463313019389242	0.098847540747805	0.33	371G6	0.03	0.3
371G6	HM	+1.5°C	371	G6	40-50 cm	0.42579928714031	0.100846017973208	0.33	371G6	-0.07	0.4
371G6	HM	+1.5°C	371	G6	50-60 cm	0.334178303718873	0.0851922974241346	0.33	371G6	-0.17	0.5
371G6	HM	+1.5°C	371	G6	60-70 cm	0.266534677072673	0.0698620063919974	0.33	371G6	-0.27	0.6
371G6	HM	+1.5°C	371	G6	70-80 cm	0.144873833425461	0.0248862679117944	0.33	371G6	-0.37	0.7
372A6	HM	+3.0°C	372	A6	0-10 cm	0.0235707134031712	0.00533313877923268	0.43	372A6	0.43	0
372A6	HM	+3.0°C	372	A6	10-20 cm	0.220648419280698	0.0615092693009216	0.43	372A6	0.33	0.1
372A6	HM	+3.0°C	372	A6	20-30 cm	0.47569214652089	0.0898183189308607	0.43	372A6	0.23	0.2
372A6	HM	+3.0°C	372	A6	30-40 cm	0.536545512590451	0.0938306140574739	0.43	372A6	0.13	0.3
372A6	HM	+3.0°C	372	A6	40-50 cm	0.463727676217831	0.0881998154426693	0.43	372A6	0.03	0.4
372A6	HM	+3.0°C	372	A6	50-60 cm	0.435755130824706	0.0787402092569125	0.43	372A6	-0.07	0.5
372A6	HM	+3.0°C	372	A6	60-70 cm	0.369149616386824	0.0662663247707069	0.43	372A6	-0.17	0.6
372A6	HM	+3.0°C	372	A6	70-80 cm	0.368213880680165	0.0552442649432953	0.43	372A6	-0.27	0.7
372G6	HM	+3.0°C	372	G6	0-10 cm	0.0400590838387084	0.0160980196348564	0.36	372G6	0.36	0
372G6	HM	+3.0°C	372	G6	10-20 cm	0.207080864143866	0.0472868887642474	0.36	372G6	0.26	0.1
372G6	HM	+3.0°C	372	G6	20-30 cm	0.415308727923968	0.077776093319708	0.36	372G6	0.16	0.2
372G6	HM	+3.0°C	372	G6	30-40 cm	0.57016208500447	0.0808830053742739	0.36	372G6	0.06	0.3
372G6	HM	+3.0°C	372	G6	40-50 cm	0.517351496719759	0.0876999579978359	0.36	372G6	-0.04	0.4
372G6	HM	+3.0°C	372	G6	50-60 cm	0.455119877265099	0.0901378557080286	0.36	372G6	-0.14	0.5
372G6	HM	+3.0°C	372	G6	60-70 cm	0.360451457469948	0.0743401681990443	0.36	372G6	-0.24	0.6
372G6	HM	+3.0°C	372	G6	70-80 cm	0.168788374665007	0.0307096365306527	0.36	372G6	-0.34	0.7
380A6	HM	ambient	380	A6	0-10 cm	0.143128410175419	0.04321437820207	0.27	380A6	0.27	0
380A6	HM	ambient	380	A6	10-20 cm	0.387165745273405	0.0857282974671453	0.27	380A6	0.17	0.1
380A6	HM	ambient	380	A6	20-30 cm	0.438396836847851	0.082067292288786	0.27	380A6	0.07	0.2
380A6	HM	ambient	380	A6	30-40 cm	0.500961420919207	0.0844787897754065	0.27	380A6	-0.03	0.3
380A6	HM	ambient	380	A6	40-50 cm	0.545823714092568	0.0907113415321688	0.27	380A6	-0.13	0.4
380A6	HM	ambient	380	A6	50-60 cm	0.499298177222751	0.102133543740172	0.27	380A6	-0.23	0.5
380A6	HM	ambient	380	A6	60-70 cm	0.546922693126366	0.112091918397776	0.27	380A6	-0.33	0.6
380A6	HM	ambient	380	A6	70-80 cm	0.485049171841303	0.0847758987727306	0.27	380A6	-0.43	0.7
380G6	HM	ambient	380	G6	0-10 cm	0.070390567798918	0.0213935440494503	0.22	380G6	0.22	0
380G6	HM	ambient	380	G6	10-20 cm	0.420562904254209	0.0701242227525823	0.22	380G6	0.12	0.1
380G6	HM	ambient	380	G6	20-30 cm	0.518520133711892	0.0843274560115586	0.22	380G6	0.02	0.2
380G6	HM	ambient	380	G6	30-40 cm	0.501154967218326	0.0835272508869531	0.22	380G6	-0.08	0.3
380G6	HM	ambient	380	G6	40-50 cm	0.42002891138457	0.0728380681547147	0.22	380G6	-0.18	0.4
380G6	HM	ambient	380	G6	50-60 cm	0.312632325018929	0.0671440210695616	0.22	380G6	-0.28	0.5
380G6	HM	ambient	380	G6	60-70 cm	0.334259482228445	0.0488284393953316	0.22	380G6	-0.38	0.6
380G6	HM	ambient	380	G6	70-80 cm	0.41007895452488	0.0527243117593329	0.22	380G6	-0.48	0.7
381A6	HM	+1.5°C	381	A6	0-10 cm	0.0614366544642402	0.0166492011599588	0.25	381A6	0.25	0
381A6	HM	+1.5°C	381	A6	10-20 cm	0.427702900927009	0.0852402859101544	0.25	381A6	0.15	0.1
381A6	HM	+1.5°C	381	A6	20-30 cm	0.500818414935918	0.0857879728445551	0.25	381A6	0.05	0.2
381A6	HM	+1.5°C	381	A6	30-40 cm	0.580957189818428	0.0910087080500583	0.25	381A6	-0.05	0.3
381A6	HM	+1.5°C	381	A6	40-50 cm	0.50703460581434	0.0904696181337686	0.25	381A6	-0.15	0.4
381A6	HM	+1.5°C	381	A6	50-60 cm	0.544056340709502	0.0859786475140964	0.25	381A6	-0.25	0.5
381A6	HM	+1.5°C	381	A6	60-70 cm	0.578392552417717	0.0869561693951239	0.25	381A6	-0.35	0.6
381A6	HM	+1.5°C	381	A6	70-80 cm	0.543291549062704	0.0728456015059586	0.25	381A6	-0.45	0.7
381G6	HM	+1.5°C	381	G6	0-10 cm	0.0405497520567997	0.0105301515417955	0.27	381G6	0.27	0
381G6	HM	+1.5°C	381	G6	10-20 cm	0.350355323687739	0.0694509329981656	0.27	381G6	0.17	0.1
381G6	HM	+1.5°C	381	G6	20-30 cm	0.485121866135099	0.0785408577128809	0.27	381G6	0.07	0.2
381G6	HM	+1.5°C	381	G6	30-40 cm	0.541232943837175	0.0871863719661139	0.27	381G6	-0.03	0.3
381G6	HM	+1.5°C	381	G6	40-50 cm	0.533066671500063	0.0844867464876874	0.27	381G6	-0.13	0.4
381G6	HM	+1.5°C	381	G6	50-60 cm	0.526387260027291	0.0888300105234124	0.27	381G6	-0.23	0.5
381G6	HM	+1.5°C	381	G6	60-70 cm	0.451925990314974	0.0892774520802997	0.27	381G6	-0.33	0.6
381G6	HM	+1.5°C	381	G6	70-80 cm	0.338994716942478	0.0666984387675284	0.27	381G6	-0.43	0.7
382A6	HM	+3.0°C	382	A6	0-10 cm	0.114515417407737	0.0401855087700471	0.3	382A6	0.3	0
382A6	HM	+3.0°C	382	A6	10-20 cm	0.333144259773497	0.0765503427078959	0.3	382A6	0.2	0.1
382A6	HM	+3.0°C	382	A6	20-30 cm	0.530076045274863	0.0862303566842775	0.3	382A6	0.1	0.2
382A6	HM	+3.0°C	382	A6	30-40 cm	0.579910566510244	0.0849666069959728	0.3	382A6	0	0.3
382A6	HM	+3.0°C	382	A6	40-50 cm	0.582686046735667	0.0812326900124986	0.3	382A6	-0.1	0.4
382A6	HM	+3.0°C	382	A6	50-60 cm	0.595695808782028	0.0839463687750247	0.3	382A6	-0.2	0.5
382A6	HM	+3.0°C	382	A6	60-70 cm	0.538512852407311	0.0913335420764478	0.3	382A6	-0.3	0.6
382A6	HM	+3.0°C	382	A6	70-80 cm	0.372668552083951	0.0780264832823857	0.3	382A6	-0.4	0.7
382G6	HM	+3.0°C	382	G6	0-10 cm	0.0997489616341293	0.0268302729608352	0.22	382G6	0.22	0
382G6	HM	+3.0°C	382	G6	10-20 cm	0.406796543012311	0.0740262672854145	0.22	382G6	0.12	0.1
382G6	HM	+3.0°C	382	G6	20-30 cm	0.491316464473515	0.0763324610135913	0.22	382G6	0.02	0.2
382G6	HM	+3.0°C	382	G6	30-40 cm	0.51426713027165	0.080609696618246	0.22	382G6	-0.08	0.3
382G6	HM	+3.0°C	382	G6	40-50 cm	0.536664395494918	0.0785501416307388	0.22	382G6	-0.18	0.4
382G6	HM	+3.0°C	382	G6	50-60 cm	0.502897821915116	0.0866303455001868	0.22	382G6	-0.28	0.5
382G6	HM	+3.0°C	382	G6	60-70 cm	0.500864382990832	0.084379386067481	0.22	382G6	-0.38	0.6
382G6	HM	+3.0°C	382	G6	70-80 cm	0.423445631219835	0.0677789736386445	0.22	382G6	-0.48	0.7
390A6	HM	ambient	390	A6	0-10 cm	0.313004185930106	0.0599905746713566	0.24	390A6	0.24	0
390A6	HM	ambient	390	A6	10-20 cm	0.548548861841517	0.0912394114741175	0.24	390A6	0.14	0.1
390A6	HM	ambient	390	A6	20-30 cm	0.553819602578417	0.0810040431316981	0.24	390A6	0.04	0.2
390A6	HM	ambient	390	A6	30-40 cm	0.508580290015001	0.0905146793192183	0.24	390A6	-0.06	0.3
390A6	HM	ambient	390	A6	40-50 cm	0.521225407136331	0.0874709261293807	0.24	390A6	-0.16	0.4
390A6	HM	ambient	390	A6	50-60 cm	0.528671900696383	0.0972046200104281	0.24	390A6	-0.26	0.5
390A6	HM	ambient	390	A6	60-70 cm	0.49139455263222	0.0834018905906881	0.24	390A6	-0.36	0.6
390A6	HM	ambient	390	A6	70-80 cm	0.369856505069496	0.0590972187219109	0.24	390A6	-0.46	0.7
390G6	HM	ambient	390	G6	0-10 cm	0.089026495184887	0.0243553175902544	0.27	390G6	0.27	0
390G6	HM	ambient	390	G6	10-20 cm	0.391103807846503	0.0635792131155445	0.27	390G6	0.17	0.1
390G6	HM	ambient	390	G6	20-30 cm	0.445796957888134	0.0753455738269623	0.27	390G6	0.07	0.2
390G6	HM	ambient	390	G6	30-40 cm	0.496104153015036	0.0730114323786392	0.27	390G6	-0.03	0.3
390G6	HM	ambient	390	G6	40-50 cm	0.504864309529702	0.0896022312082295	0.27	390G6	-0.13	0.4
390G6	HM	ambient	390	G6	50-60 cm	0.430480556665858	0.0837297476381989	0.27	390G6	-0.23	0.5
390G6	HM	ambient	390	G6	60-70 cm	0.461860765941761	0.0860746877079774	0.27	390G6	-0.33	0.6
390G6	HM	ambient	390	G6	70-80 cm	0.357568269273303	0.0662682918700655	0.27	390G6	-0.43	0.7
391A6	HM	+1.5°C	391	A6	0-10 cm	0.170858705904768	0.0465199025874598	0.21	391A6	0.21	0
391A6	HM	+1.5°C	391	A6	10-20 cm	0.520810850343968	0.0809530967347899	0.21	391A6	0.11	0.1
391A6	HM	+1.5°C	391	A6	20-30 cm	0.545298374535407	0.0916126039441162	0.21	391A6	0.01	0.2
391A6	HM	+1.5°C	391	A6	30-40 cm	0.52802883376825	0.0912713176692652	0.21	391A6	-0.09	0.3
391A6	HM	+1.5°C	391	A6	40-50 cm	0.534108936708024	0.0888812410786429	0.21	391A6	-0.19	0.4
391A6	HM	+1.5°C	391	A6	50-60 cm	0.515777854123371	0.0988966720525768	0.21	391A6	-0.29	0.5
391A6	HM	+1.5°C	391	A6	60-70 cm	0.559950012389922	0.0810155585077865	0.21	391A6	-0.39	0.6
391A6	HM	+1.5°C	391	A6	70-80 cm	0.388287770606013	0.0559150703363998	0.21	391A6	-0.49	0.7
391G6	HM	+1.5°C	391	G6	0-10 cm	0.187546953058933	0.0489593064249494	0.26	391G6	0.26	0
391G6	HM	+1.5°C	391	G6	10-20 cm	0.44829216775488	0.0783654394835543	0.26	391G6	0.16	0.1
391G6	HM	+1.5°C	391	G6	20-30 cm	0.523051226842539	0.0834582761088451	0.26	391G6	0.06	0.2
391G6	HM	+1.5°C	391	G6	30-40 cm	0.544867912317622	0.0909693698187613	0.26	391G6	-0.04	0.3
391G6	HM	+1.5°C	391	G6	40-50 cm	0.608116052951697	0.0842601394920273	0.26	391G6	-0.14	0.4
391G6	HM	+1.5°C	391	G6	50-60 cm	0.515737952573025	0.0795261911539429	0.26	391G6	-0.24	0.5
391G6	HM	+1.5°C	391	G6	60-70 cm	0.351782614847886	0.0626546233326594	0.26	391G6	-0.34	0.6
391G6	HM	+1.5°C	391	G6	70-80 cm	0.267734268879308	0.04200334292687	0.26	391G6	-0.44	0.7
392A6	HM	+3.0°C	392	A6	0-10 cm	0.137077639420531	0.0366065660728451	0.25	392A6	0.25	0
392A6	HM	+3.0°C	392	A6	10-20 cm	0.516345613936683	0.0831894172849445	0.25	392A6	0.15	0.1
392A6	HM	+3.0°C	392	A6	20-30 cm	0.571974014641508	0.0818472296937328	0.25	392A6	0.05	0.2
392A6	HM	+3.0°C	392	A6	30-40 cm	0.649663022869244	0.0879242697192243	0.25	392A6	-0.05	0.3
392A6	HM	+3.0°C	392	A6	40-50 cm	0.656286849422389	0.0842089604113004	0.25	392A6	-0.15	0.4
392A6	HM	+3.0°C	392	A6	50-60 cm	0.649116932982402	0.0799805140058201	0.25	392A6	-0.25	0.5
392A6	HM	+3.0°C	392	A6	60-70 cm	0.656783749235635	0.0811031218650407	0.25	392A6	-0.35	0.6
392A6	HM	+3.0°C	392	A6	70-80 cm	0.588478432524739	0.0771267962378296	0.25	392A6	-0.45	0.7
392G6	HM	+3.0°C	392	G6	0-10 cm	0.0956450790424321	0.0389694595036636	0.26	392G6	0.26	0
392G6	HM	+3.0°C	392	G6	10-20 cm	0.361518194213423	0.0769854636359466	0.26	392G6	0.16	0.1
392G6	HM	+3.0°C	392	G6	20-30 cm	0.51063139019495	0.0949674395756672	0.26	392G6	0.06	0.2
392G6	HM	+3.0°C	392	G6	30-40 cm	0.593344013970955	0.104465345614924	0.26	392G6	-0.04	0.3
392G6	HM	+3.0°C	392	G6	40-50 cm	0.605283997273325	0.0973354601527132	0.26	392G6	-0.14	0.4
392G6	HM	+3.0°C	392	G6	50-60 cm	0.582840230627217	0.0898535725064688	0.26	392G6	-0.24	0.5
392G6	HM	+3.0°C	392	G6	60-70 cm	0.594308738641722	0.0886626436293401	0.26	392G6	-0.34	0.6
392G6	HM	+3.0°C	392	G6	70-80 cm	0.44516224942363	0.0658695383326831	0.26	392G6	-0.44	0.7
