ASVs;JMG1;JMG10;JMG11;JMG12;JMG13;JMG14;JMG15;JMG16;JMG17;JMG18;JMG19;JMG2;JMG20;JMG21;JMG22;JMG23;JMG24;JMG25;JMG26;JMG27;JMG28;JMG29;JMG3;JMG30;JMG31;JMG32;JMG33;JMG34;JMG35;JMG36;JMG37;JMG38;JMG39;JMG4;JMG40;JMG41;JMG42;JMG43;JMG44;JMG45;JMG46;JMG47;JMG48;JMG49;JMG5;JMG50;JMG51;JMG52;JMG53;JMG54;JMG55;JMG56;JMG57;JMG6;JMG7;JMG8;JMG9;Kingdom;Phylum;Class;Order;Family;Genus;Species
ASV653:Ulvibacter;18;12;53;63;23;15;47;31;44;38;57;19;82;54;88;68;71;39;91;65;58;11;2;28;88;56;79;50;56;65;26;231;302;12;170;177;84;174;108;151;132;71;151;152;38;149;236;169;157;213;93;40;95;109;28;14;10;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Ulvibacter;NA
ASV687:A4b;566;849;539;1115;616;1252;323;538;351;460;466;236;570;444;576;352;540;595;561;996;422;742;195;551;718;880;703;918;772;696;387;604;694;342;637;521;580;533;582;468;608;471;605;744;285;655;826;887;467;591;616;186;585;1145;377;472;404;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;NA;NA
ASV692:Unknown Family;469;356;526;527;434;429;327;475;761;366;170;779;245;195;238;279;209;227;318;202;205;174;483;162;305;176;252;205;176;270;133;497;476;557;282;481;283;378;398;317;324;231;219;366;518;382;482;450;366;500;238;100;198;626;895;633;580;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;NA;NA
ASV701:Sulfitobacter.brevis;10;0;10;0;0;1;0;0;0;0;0;0;8;0;8;0;0;0;0;0;45;0;0;0;20;0;17;24;7;22;18;71;242;0;45;104;38;45;42;36;36;25;18;60;0;29;99;47;63;38;124;20;114;0;12;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter;brevis
ASV704:AKYG1722;40;37;56;31;40;46;69;39;57;86;28;17;36;34;17;24;63;31;17;80;20;68;17;50;29;52;30;42;40;30;14;34;36;12;37;16;39;51;63;51;45;45;55;67;27;23;48;64;31;8;39;3;35;23;41;14;41;Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;AKYG1722;NA;NA
ASV726:Halomonas.aestuarii;0;0;12;41;7;2;36;0;2;9;0;0;0;0;0;3;0;0;0;3;4;4;0;0;0;2;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;7;0;0;0;5;19;0;16;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Halomonas;aestuarii
ASV734:Algoriphagus.halophilus;1;4;1;15;0;4;1;1;0;0;4;3;0;3;3;1;0;2;1;0;6;0;0;0;0;2;3;0;0;1;1;2;17;2;9;7;2;2;3;7;0;7;6;20;0;36;31;24;6;14;0;1;0;5;0;12;0;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Algoriphagus;halophilus
ASV737:Subgroup 23;157;17;98;75;19;27;77;40;32;30;0;116;2;0;1;0;0;0;0;1;3;3;152;0;0;0;1;0;1;0;0;0;0;23;0;0;0;0;1;0;3;0;0;0;118;0;0;2;0;0;0;0;2;34;144;46;73;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 23;NA
ASV781:Pseudomonas;12;3;5;6;18;4;4;0;14;35;50;5;26;74;27;12;23;17;45;9;23;4;0;2;29;20;25;19;16;68;63;191;294;0;58;102;20;81;43;113;65;24;27;95;5;89;190;110;125;928;81;10;88;0;15;7;3;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;NA
ASV790:Geminicoccaceae;43;35;15;33;166;69;43;48;39;66;149;35;126;157;168;192;236;186;144;223;85;176;12;214;211;172;169;204;195;171;67;555;605;39;1264;213;687;610;563;582;636;910;1142;517;34;402;456;433;368;134;795;66;712;30;32;31;11;Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;NA;NA
ASV801:Rhodothermaceae;277;121;390;246;538;144;283;193;439;389;334;231;319;353;298;262;272;284;308;439;186;314;162;530;306;212;289;217;274;342;51;409;283;200;204;281;279;333;362;288;306;255;217;253;320;240;232;274;368;583;166;88;141;390;335;162;384;Bacteria;Bacteroidota;Rhodothermia;Rhodothermales;Rhodothermaceae;NA;NA
ASV812:Oceanicella;17;35;20;39;18;60;24;34;66;26;56;77;36;39;32;6;25;5;11;17;24;12;13;7;36;6;31;10;60;26;32;18;44;56;25;35;4;42;32;33;33;9;5;72;23;37;53;95;52;195;20;5;23;53;10;15;49;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Oceanicella;NA
ASV829:Romboutsia.ilealis;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;2;0;0;2;2;3;0;2;7;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;3;0;0;2;0;4;0;0;0;2;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Romboutsia;ilealis
ASV864:LCP-80;52;13;11;22;5;8;33;31;5;19;0;33;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;16;0;2;0;0;0;0;0;0;16;62;53;19;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;LCP-80;NA
ASV866:Erythrobacter.marinus;18;8;23;28;12;11;26;10;41;10;0;33;6;1;3;5;5;7;6;4;21;7;31;4;5;3;2;4;4;6;0;0;2;16;0;12;4;10;0;7;0;0;0;1;10;0;2;6;6;1;0;0;1;26;49;17;25;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;marinus
ASV868:EF100-94H03;18;12;21;7;34;4;7;11;26;33;32;7;29;37;45;37;29;70;47;84;16;70;7;46;66;40;49;53;36;48;11;103;72;5;54;85;84;77;74;73;88;43;42;69;30;86;62;87;72;69;71;18;38;6;9;5;51;Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;EF100-94H03;NA;NA
ASV898:Subgroup 10;272;69;258;111;449;119;397;196;390;446;323;183;352;298;418;445;363;475;510;733;243;514;121;633;647;611;632;717;694;672;221;739;454;92;551;518;539;630;624;587;700;588;459;524;296;708;535;603;494;630;434;124;334;198;288;102;375;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;NA
ASV912:Fulvivirga;9;11;8;44;3;26;4;5;12;4;21;8;40;38;33;23;19;15;34;9;26;15;2;11;49;29;36;28;20;34;13;41;60;22;54;113;70;38;27;35;25;22;40;96;3;80;146;92;83;45;21;9;32;29;15;5;21;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Fulvivirga;NA
ASV928:Gaetbulibacter;30;113;35;67;7;64;9;29;23;24;7;80;8;8;19;5;1;3;9;6;3;0;21;1;13;4;8;7;8;10;0;0;12;87;1;0;0;2;0;1;0;0;0;1;82;1;6;6;0;3;1;0;0;65;52;131;39;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Gaetbulibacter;NA
ASV947:Flavirhabdus;26;133;53;57;21;96;28;100;72;22;16;142;18;11;14;18;20;2;15;6;32;7;57;10;7;3;8;4;3;7;0;3;0;114;1;0;1;0;0;0;3;0;2;13;165;2;11;10;8;5;0;0;1;144;113;111;102;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavirhabdus;NA
ASV973:Lewinella.nigricans;26;34;36;34;31;45;20;41;49;29;146;42;181;128;194;143;95;116;144;302;121;100;3;205;230;114;208;136;277;158;33;143;103;95;46;69;62;145;184;139;157;83;72;184;12;132;144;192;199;296;106;30;94;92;68;59;31;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella;nigricans
ASV981:Filomicrobium;84;32;62;28;42;46;50;47;50;90;54;37;35;38;43;49;44;45;41;72;38;77;44;73;34;37;42;50;65;31;11;17;10;20;5;7;12;18;18;21;25;16;14;37;61;18;18;29;19;10;11;0;19;30;36;31;43;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Filomicrobium;NA
ASV990:Steroidobacteraceae;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;8;0;0;4;131;93;0;160;90;175;93;72;108;65;95;64;29;0;35;20;41;69;43;115;133;91;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;NA;NA
ASV992:Vicinamibacteraceae;15;5;7;2;233;7;64;12;19;73;156;4;209;150;208;121;173;131;111;186;54;36;1;156;92;142;71;141;77;94;163;244;300;6;339;303;406;210;306;176;316;199;187;120;21;121;204;156;148;346;201;176;208;11;21;13;25;Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;NA;NA
ASV1008:Chryseolinea;0;0;0;0;12;0;0;0;0;1;79;0;65;52;59;54;46;65;53;16;3;0;0;12;65;32;47;39;26;55;29;202;178;0;134;182;170;114;79;95;79;45;88;82;0;79;78;171;120;203;149;66;144;0;0;0;3;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Chryseolinea;NA
ASV1015:KI89A clade;164;119;134;178;182;207;178;232;225;190;185;218;195;157;192;176;139;148;203;182;109;98;147;221;250;178;248;205;173;177;65;303;242;97;143;330;209;216;203;228;229;142;137;261;97;216;251;349;240;294;140;59;109;203;189;160;149;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;NA;NA
ASV1026:Microtrichaceae;9;6;12;8;71;12;6;18;10;31;61;4;61;36;69;98;114;65;74;85;31;25;3;118;101;143;118;165;108;76;13;51;65;8;56;97;80;64;54;57;45;55;76;55;10;49;51;81;75;10;62;2;47;8;9;9;18;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;NA;NA
ASV1071:Tenacibaculum.mesophilum;9;0;3;2;8;3;2;0;7;2;38;2;35;21;37;16;50;59;12;15;26;23;1;10;222;17;194;12;0;10;0;1;0;1;0;0;2;11;22;14;32;19;15;30;0;5;96;47;221;5;14;4;10;4;5;0;15;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum;mesophilum
ASV1078:Gramella;61;5;49;20;46;8;113;13;139;54;10;20;8;8;6;15;116;4;39;24;68;26;68;35;5;27;7;23;9;10;1;16;27;12;5;61;35;37;12;30;15;3;9;35;73;9;26;10;222;31;31;9;22;28;200;17;134;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Gramella;NA
ASV1102:Pseudoalteromonas;121;1;16;5;23;0;36;9;7;21;57;1;54;44;42;59;55;123;83;27;65;14;30;14;72;110;78;83;1;107;0;24;14;1;30;7;47;5;13;9;14;23;7;37;32;5;60;6;12;99;7;2;8;6;119;10;75;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pseudoalteromonadaceae;Pseudoalteromonas;NA
ASV1108:Truepera;40;13;29;71;19;32;36;47;63;23;13;48;14;1;15;14;3;26;22;22;13;19;11;23;11;15;19;17;18;17;25;34;29;47;25;50;46;24;27;20;26;28;13;16;9;10;25;17;34;22;19;12;30;66;76;39;21;Bacteria;Deinococcota;Deinococci;Deinococcales;Trueperaceae;Truepera;NA
ASV1126:DEV008;11;23;11;4;10;18;17;38;25;22;20;51;45;32;23;16;13;24;13;23;12;17;16;35;34;16;27;10;5;24;2;3;2;24;0;0;0;3;15;0;11;0;0;4;5;4;6;5;4;15;2;0;0;22;18;47;16;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;DEV008;NA
ASV1130:Vibrio;36;7;53;0;28;2;157;3;62;71;27;4;54;22;74;208;133;141;107;15;482;8;53;91;44;50;60;46;3;106;0;0;13;10;0;0;11;6;0;0;8;0;0;11;241;3;19;7;0;16;0;1;0;19;95;5;123;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio;NA
ASV1139:Mariniflexile;0;0;0;0;0;0;0;0;0;0;15;0;36;14;27;13;7;9;28;3;27;0;0;0;32;43;35;68;2;25;6;41;203;1;42;38;4;40;45;45;66;30;34;40;0;131;148;139;18;209;119;8;81;0;0;0;0;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Mariniflexile;NA
ASV1141:KF-JG30-B3;8;4;14;2;21;9;16;7;12;11;22;6;18;9;33;42;19;21;43;24;16;17;7;21;25;38;28;26;23;15;2;31;19;0;24;30;23;42;36;38;42;20;15;22;16;34;37;32;34;60;38;11;21;7;7;5;13;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;KF-JG30-B3;NA;NA
ASV1178:Candidatus Entotheonella;6;0;1;0;19;2;9;1;18;32;52;0;42;53;38;58;72;75;59;83;28;60;1;61;89;55;86;57;66;44;44;131;132;3;190;98;147;162;142;131;149;153;227;79;6;68;117;120;91;22;241;17;223;2;1;0;11;Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;Candidatus Entotheonella;NA
ASV1182:Hoeflea;30;9;33;12;66;14;21;10;13;25;24;4;39;26;36;19;26;36;56;17;44;4;13;9;29;15;31;23;18;33;23;38;64;9;6;28;19;32;26;34;31;9;20;25;11;6;38;29;57;33;24;1;18;22;46;17;15;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Hoeflea;NA
ASV1198:Xanthobacteraceae;26;1;15;5;69;0;27;7;5;46;74;7;68;56;71;78;84;48;62;60;13;84;8;45;42;66;53;56;49;51;48;130;69;0;121;80;134;78;88;96;99;108;93;69;65;123;110;72;57;79;151;35;132;0;1;0;19;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;NA
ASV1203:Ignavibacterium;79;18;194;41;27;19;144;38;118;111;8;55;7;15;15;2;2;2;1;35;5;67;77;6;1;0;0;2;2;0;0;8;0;9;10;0;0;0;8;5;15;26;21;9;98;12;1;9;2;2;9;0;0;34;118;41;109;Bacteria;Bacteroidota;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium;NA
ASV1208:Amphritea;66;19;44;17;230;9;157;11;172;142;52;13;29;46;46;51;39;121;51;42;38;34;154;69;65;26;48;46;12;24;0;0;0;11;6;0;1;0;2;2;5;6;1;3;249;11;17;5;14;9;12;0;9;41;70;21;59;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Nitrincolaceae;Amphritea;NA
ASV1237:Cyanobium PCC-6307;17;142;10;43;2;58;7;147;6;6;1;91;5;2;0;1;0;1;0;2;5;3;13;0;1;0;2;3;0;0;0;0;2;65;0;0;0;0;0;1;0;0;0;0;14;0;2;2;0;0;0;0;0;122;21;205;6;Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;Cyanobium PCC-6307;NA
ASV1240:Roseovarius.marisflavi;18;3;13;10;0;3;8;5;5;2;0;11;0;0;0;1;0;0;0;1;0;0;37;0;0;0;1;2;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;71;0;2;1;0;0;0;0;0;11;34;5;12;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseovarius;marisflavi
ASV1245:Latescibacteraceae;62;68;51;41;212;55;75;53;76;131;71;101;86;70;92;32;43;69;41;87;14;57;37;117;43;38;43;40;31;40;3;121;54;36;95;37;123;50;92;50;75;49;31;44;73;32;23;42;50;54;58;124;40;97;99;89;74;Bacteria;Latescibacterota;Latescibacteria;Latescibacterales;Latescibacteraceae;NA;NA
ASV1277:Caldithrix;173;120;131;114;183;163;187;114;115;200;240;160;130;259;159;66;55;88;82;354;50;214;167;159;159;76;149;73;140;71;0;45;3;76;4;0;15;23;46;18;53;38;26;30;150;73;26;32;11;59;24;0;21;84;220;139;148;Bacteria;Calditrichota;Calditrichia;Calditrichales;Calditrichaceae;Caldithrix;NA
ASV1341:Rhizobiaceae;82;34;113;54;87;65;85;28;80;93;33;63;28;31;37;23;32;25;31;44;15;58;42;33;20;21;14;13;27;16;4;12;9;37;17;26;16;15;18;11;17;12;12;16;42;22;25;27;24;19;17;1;15;16;71;21;121;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;NA;NA
ASV1344:Nitrosospira;14;14;20;17;55;24;20;34;74;26;42;30;49;54;42;26;39;30;38;61;24;16;25;35;20;23;26;26;17;28;23;78;57;15;11;53;43;82;56;54;66;21;20;53;11;60;57;49;62;130;21;15;20;52;25;21;34;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Nitrosospira;NA
ASV1346:Arthrobacter.globiformis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;5;0;19;12;5;0;0;0;0;3;8;0;0;0;0;0;0;0;25;0;21;0;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter;globiformis
ASV1357:Sumerlaea;43;57;31;86;56;73;47;68;98;108;19;81;33;37;41;22;30;3;4;14;11;28;32;8;6;17;17;23;4;26;4;16;7;26;6;12;10;12;6;12;24;9;3;7;11;14;5;5;6;26;3;0;3;65;76;71;50;Bacteria;Sumerlaeota;Sumerlaeia;Sumerlaeales;Sumerlaeaceae;Sumerlaea;NA
ASV1365:Lautropia;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia;NA
ASV1366:Parvibaculaceae;9;6;11;19;23;5;12;0;8;3;15;5;11;11;14;6;4;9;10;1;3;2;4;0;24;6;13;8;13;4;12;22;27;5;23;43;26;14;6;12;19;5;8;20;7;12;24;37;20;15;28;10;12;2;11;4;8;Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;Parvibaculaceae;NA;NA
ASV1375:Halovulum;84;66;79;77;9;35;17;68;79;23;33;82;34;23;33;51;55;35;45;68;70;42;3;58;71;27;54;31;71;52;16;55;70;124;29;60;21;29;31;35;29;17;9;36;19;19;43;48;58;77;25;8;22;76;73;55;44;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Halovulum;NA
ASV1393:Galbitalea;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;3;5;0;4;0;0;7;2;0;0;0;0;1;0;8;0;0;0;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Galbitalea;NA
ASV1399:Desulfuromusa;20;71;32;150;116;86;25;90;55;73;190;50;135;177;125;98;106;110;91;218;134;140;6;175;114;73;145;73;78;83;0;1;9;92;3;56;32;27;58;21;48;10;16;32;5;19;45;90;3;6;23;17;19;138;20;126;31;Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Geopsychrobacteraceae;Desulfuromusa;NA
ASV1402:Defluviicoccus;30;5;24;5;139;11;45;13;35;65;114;10;60;106;96;47;40;48;36;49;45;115;18;97;96;115;91;111;153;95;0;31;20;16;247;52;238;131;137;109;188;219;297;73;50;108;140;203;14;3;318;20;281;13;18;0;18;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;Defluviicoccaceae;Defluviicoccus;NA
ASV1417:Subsaxibacter;42;15;46;17;103;12;142;7;136;68;1;13;18;9;11;6;10;9;11;4;49;5;219;0;5;9;3;4;3;11;18;18;87;26;57;112;35;65;41;79;43;29;102;53;88;70;107;72;39;31;46;24;18;21;150;26;121;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Subsaxibacter;NA
ASV1421:Sulfurovum;67;3;7;12;1;2;98;11;4;5;0;7;0;0;0;0;1;0;1;1;0;1;109;0;1;1;2;0;0;0;0;0;0;9;0;0;0;0;0;1;0;0;0;0;43;0;1;0;0;0;0;0;0;7;51;20;27;Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Sulfurovaceae;Sulfurovum;NA
ASV1434:Sandaracinaceae;395;154;639;236;162;223;366;246;545;225;25;358;28;30;21;32;17;14;29;65;27;184;348;29;46;47;40;21;59;35;5;45;85;250;64;54;51;62;64;64;79;98;75;84;460;181;105;122;106;20;52;13;46;313;476;313;407;Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;NA;NA
ASV1441:Gemmatimonadaceae;25;41;19;7;131;29;17;46;58;34;75;30;82;65;100;100;116;81;88;47;20;31;11;44;94;66;76;75;49;66;160;442;314;39;674;325;355;295;216;280;197;219;200;183;6;250;190;264;194;236;362;154;327;58;33;35;23;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;NA;NA
ASV1461:Dinoroseobacter;3;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Dinoroseobacter;NA
ASV1469:Mesorhizobium;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;11;0;12;14;8;0;2;0;0;2;2;2;17;0;0;3;0;0;0;2;0;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mesorhizobium;NA
ASV1526:Sva0996 marine group;74;73;86;31;89;100;40;99;84;58;74;64;96;72;85;102;146;115;139;191;83;96;10;138;132;89;128;120;97;98;55;99;133;57;88;81;80;92;89;92;80;73;70;115;32;78;116;123;100;60;119;14;83;44;66;41;78;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group;NA
ASV1530:B1-7BS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;69;18;0;64;0;29;89;63;89;64;90;97;33;0;47;26;40;44;25;30;10;34;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;B1-7BS;NA;NA
ASV1548:Formosa;0;0;0;0;2;0;0;0;0;0;11;0;16;15;9;40;54;43;46;10;94;0;0;8;20;29;11;43;15;77;0;25;0;1;0;5;3;15;13;5;13;2;2;103;0;21;86;11;78;22;1;0;2;0;16;0;0;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Formosa;NA
ASV1579:Erythrobacter;37;22;44;22;22;21;23;19;41;11;25;57;38;21;33;24;28;48;47;17;33;22;17;25;60;11;56;20;73;25;9;53;19;41;16;64;29;12;11;9;24;13;12;24;20;14;31;25;47;20;8;6;10;61;77;71;38;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;NA
ASV1592:Sneathiella;62;290;224;198;49;152;41;181;105;66;67;192;76;84;76;37;51;29;38;41;54;55;33;22;100;47;116;53;102;55;2;22;22;294;37;4;1;12;15;15;15;4;4;28;40;35;55;58;33;35;6;0;8;233;90;208;92;Bacteria;Proteobacteria;Alphaproteobacteria;Sneathiellales;Sneathiellaceae;Sneathiella;NA
ASV1611:Syntrophotalea;130;0;27;36;42;12;43;33;43;50;44;11;19;40;29;34;30;19;15;78;40;117;35;18;77;48;73;55;39;25;0;0;2;9;0;8;4;8;11;10;14;14;7;31;51;29;22;42;1;2;36;4;20;33;69;13;46;Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Syntrophotaleaceae;Syntrophotalea;NA
ASV1651:Exiguobacterium.oxidotolerans;9;0;0;0;1;0;1;0;28;0;0;0;0;0;0;0;1;0;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;45;0;0;Bacteria;Firmicutes;Bacilli;Exiguobacterales;Exiguobacteraceae;Exiguobacterium;oxidotolerans
ASV1681:Acanthopleuribacter;18;25;9;45;10;17;9;33;25;15;14;32;16;17;9;19;8;16;13;12;11;11;10;14;15;5;13;9;9;7;0;3;0;5;3;0;1;2;4;1;0;6;5;0;8;5;4;1;0;0;0;0;1;16;9;23;18;Bacteria;Acidobacteriota;Holophagae;Acanthopleuribacterales;Acanthopleuribacteraceae;Acanthopleuribacter;NA
ASV1694:Sphingopyxis.alaskensis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;6;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;alaskensis
ASV1697:Sva0081 sediment group;378;47;153;50;54;47;237;121;155;142;14;121;7;13;15;0;0;10;8;42;4;101;451;8;4;0;2;3;4;0;0;0;0;26;0;0;0;7;22;6;34;0;9;43;380;35;28;36;1;0;31;0;31;69;198;70;201;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;Sva0081 sediment group;NA
ASV1714:PHOS-HE36;68;6;50;7;60;5;79;14;34;30;0;13;2;0;2;1;1;3;3;0;0;18;191;6;0;0;1;0;2;0;0;21;29;9;47;13;39;40;23;32;35;74;57;17;137;71;41;19;3;0;48;13;71;7;60;17;50;Bacteria;Bacteroidota;Ignavibacteria;Ignavibacteriales;PHOS-HE36;NA;NA
ASV1717:Nitrosomonadaceae;2;5;2;4;0;11;0;20;0;0;0;8;1;0;1;0;2;0;0;0;0;0;0;1;0;1;0;2;0;0;1;0;0;7;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;12;1;16;1;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;NA;NA
ASV1743:Pseudahrensia;11;14;17;25;2;30;8;19;9;8;1;33;5;6;3;5;5;4;4;2;5;0;7;0;10;4;5;0;1;4;3;8;11;23;8;3;7;4;7;15;6;7;9;8;11;4;8;9;8;4;5;3;9;27;34;20;12;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Pseudahrensia;NA
ASV1756:Beutenbergia.cavernae;15;7;9;5;1;5;2;11;23;0;0;9;23;2;19;7;46;5;10;7;5;0;22;4;9;14;16;5;3;15;1;0;6;4;14;2;8;3;0;1;1;4;6;5;0;0;0;1;2;0;6;0;10;0;21;6;3;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Beutenbergiaceae;Beutenbergia;cavernae
ASV1765:Geopsychrobacter;16;0;14;161;44;2;20;2;3;22;155;7;110;100;86;74;82;40;56;61;41;19;32;30;146;78;106;112;8;59;0;0;0;8;0;1;0;12;7;6;13;12;4;15;34;25;10;36;1;0;5;1;5;6;5;9;18;Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Geopsychrobacteraceae;Geopsychrobacter;NA
