Spalte1	ID	Pixel_total	Pixel_nreduced	Pixel_reduced	Pixel_green	Pixel_black	Depth	Zone	Treatment	Plot_ID	Side	Month	Year	ri	Date_full	subplot	ID_plot_subplot	plotid	date.insertion	date.retreaval	campaign
155	112a-G6-09-23.jpg	232219	1207	224422	4871	1719	20-30 cm	PZ	+3.0°C	112	G	September	23	0.99465051	09-23	G6	112G6	112	2023-09-11	2023-10-23	six
156	112a-G6-09-23.jpg	232219	6760	219241	4929	1289	30-40 cm	PZ	+3.0°C	112	G	September	23	0.970088628	09-23	G6	112G6	112	2023-09-11	2023-10-23	six
157	112a-G6-09-23.jpg	232219	5664	220489	5105	961	40-50 cm	PZ	+3.0°C	112	G	September	23	0.974955008	09-23	G6	112G6	112	2023-09-11	2023-10-23	six
158	112a-G6-09-23.jpg	232219	40714	184318	4900	2287	50-60 cm	PZ	+3.0°C	112	G	September	23	0.81907462	09-23	G6	112G6	112	2023-09-11	2023-10-23	six
159	112a-G6-09-23.jpg	232219	69327	155782	336	6774	60-70 cm	PZ	+3.0°C	112	G	September	23	0.692029195	09-23	G6	112G6	112	2023-09-11	2023-10-23	six
160	112a-G6-09-23.jpg	230508	199704	18898	1551	10355	70-80 cm	PZ	+3.0°C	112	G	September	23	0.086449346	09-23	G6	112G6	112	2023-09-11	2023-10-23	six
161	112b-A6-07-23.jpg	227473	16623	210782	54	14	0-10 cm	PZ	+3.0°C	112	A	July	23	0.926901343	07-23	A6	112A6	112	2023-07-31	2023-09-11	five
162	112b-A6-07-23.jpg	227473	480	226984	9	0	10-20 cm	PZ	+3.0°C	112	A	July	23	0.997889776	07-23	A6	112A6	112	2023-07-31	2023-09-11	five
163	112b-A6-07-23.jpg	227473	116	227357	0	0	20-30 cm	PZ	+3.0°C	112	A	July	23	0.999490049	07-23	A6	112A6	112	2023-07-31	2023-09-11	five
164	112b-A6-07-23.jpg	227473	52	227384	37	0	30-40 cm	PZ	+3.0°C	112	A	July	23	0.999771364	07-23	A6	112A6	112	2023-07-31	2023-09-11	five
165	112b-A6-07-23.jpg	227473	1112	226182	159	20	40-50 cm	PZ	+3.0°C	112	A	July	23	0.995107658	07-23	A6	112A6	112	2023-07-31	2023-09-11	five
166	112b-A6-07-23.jpg	227473	1400	225613	371	89	50-60 cm	PZ	+3.0°C	112	A	July	23	0.993832952	07-23	A6	112A6	112	2023-07-31	2023-09-11	five
167	112b-A6-07-23.jpg	227473	19329	207938	146	60	60-70 cm	PZ	+3.0°C	112	A	July	23	0.914950257	07-23	A6	112A6	112	2023-07-31	2023-09-11	five
168	112b-A6-07-23.jpg	225792	217643	7727	117	305	70-80 cm	PZ	+3.0°C	112	A	July	23	0.034285841	07-23	A6	112A6	112	2023-07-31	2023-09-11	five
169	112b-A6-09-23.jpg	232219	22781	191766	9035	8637	0-10 cm	PZ	+3.0°C	112	A	September	23	0.893818138	09-23	A6	112A6	112	2023-09-11	2023-10-23	six
170	112b-A6-09-23.jpg	232219	909	220008	6206	5096	10-20 cm	PZ	+3.0°C	112	A	September	23	0.995885333	09-23	A6	112A6	112	2023-09-11	2023-10-23	six
171	112b-A6-09-23.jpg	232219	76364	148726	4938	2191	20-30 cm	PZ	+3.0°C	112	A	September	23	0.660740148	09-23	A6	112A6	112	2023-09-11	2023-10-23	six
172	112b-A6-09-23.jpg	232219	78832	148347	2124	2916	30-40 cm	PZ	+3.0°C	112	A	September	23	0.652996096	09-23	A6	112A6	112	2023-09-11	2023-10-23	six
173	112b-A6-09-23.jpg	232219	34875	192703	1495	3146	40-50 cm	PZ	+3.0°C	112	A	September	23	0.846755838	09-23	A6	112A6	112	2023-09-11	2023-10-23	six
174	112b-A6-09-23.jpg	232219	36926	189968	1243	4082	50-60 cm	PZ	+3.0°C	112	A	September	23	0.837254401	09-23	A6	112A6	112	2023-09-11	2023-10-23	six
175	112b-A6-09-23.jpg	232219	3201	223096	561	5361	60-70 cm	PZ	+3.0°C	112	A	September	23	0.985854872	09-23	A6	112A6	112	2023-09-11	2023-10-23	six
176	112b-A6-09-23.jpg	230508	87805	134272	1313	7118	70-80 cm	PZ	+3.0°C	112	A	September	23	0.604619119	09-23	A6	112A6	112	2023-09-11	2023-10-23	six
177	112b-G6-07-23.jpg	228145	33202	184416	1810	8717	0-10 cm	PZ	+3.0°C	112	G	July	23	0.8474299	07-23	G6	112G6	112	2023-07-31	2023-09-11	five
178	112b-G6-07-23.jpg	228145	5399	215634	1220	5892	10-20 cm	PZ	+3.0°C	112	G	July	23	0.975573783	07-23	G6	112G6	112	2023-07-31	2023-09-11	five
179	112b-G6-07-23.jpg	228145	1727	222111	1826	2481	20-30 cm	PZ	+3.0°C	112	G	July	23	0.992284599	07-23	G6	112G6	112	2023-07-31	2023-09-11	five
180	112b-G6-07-23.jpg	228145	193	225905	698	1349	30-40 cm	PZ	+3.0°C	112	G	July	23	0.999146388	07-23	G6	112G6	112	2023-07-31	2023-09-11	five
181	112b-G6-07-23.jpg	228145	342	227469	251	83	40-50 cm	PZ	+3.0°C	112	G	July	23	0.998498756	07-23	G6	112G6	112	2023-07-31	2023-09-11	five
182	112b-G6-07-23.jpg	228145	9504	218635	5	1	50-60 cm	PZ	+3.0°C	112	G	July	23	0.958341187	07-23	G6	112G6	112	2023-07-31	2023-09-11	five
183	112b-G6-07-23.jpg	228145	133329	94794	13	9	60-70 cm	PZ	+3.0°C	112	G	July	23	0.415538986	07-23	G6	112G6	112	2023-07-31	2023-09-11	five
184	112b-G6-07-23.jpg	226464	206852	15318	379	3915	70-80 cm	PZ	+3.0°C	112	G	July	23	0.068947203	07-23	G6	112G6	112	2023-07-31	2023-09-11	five
185	112b-G6-09-23.jpg	246115	83795	143786	1492	17042	0-10 cm	PZ	+3.0°C	112	G	September	23	0.631801425	09-23	G6	112G6	112	2023-09-11	2023-10-23	six
186	112b-G6-09-23.jpg	246115	16383	213794	712	15226	10-20 cm	PZ	+3.0°C	112	G	September	23	0.92882434	09-23	G6	112G6	112	2023-09-11	2023-10-23	six
187	112b-G6-09-23.jpg	246115	930	228281	1705	15199	20-30 cm	PZ	+3.0°C	112	G	September	23	0.995942603	09-23	G6	112G6	112	2023-09-11	2023-10-23	six
188	112b-G6-09-23.jpg	246115	862	229049	6540	9664	30-40 cm	PZ	+3.0°C	112	G	September	23	0.996250723	09-23	G6	112G6	112	2023-09-11	2023-10-23	six
189	112b-G6-09-23.jpg	246115	4914	226303	7281	7617	40-50 cm	PZ	+3.0°C	112	G	September	23	0.978747237	09-23	G6	112G6	112	2023-09-11	2023-10-23	six
190	112b-G6-09-23.jpg	246115	42977	188647	4459	10032	50-60 cm	PZ	+3.0°C	112	G	September	23	0.814453597	09-23	G6	112G6	112	2023-09-11	2023-10-23	six
191	112b-G6-09-23.jpg	246115	63668	169505	619	12323	60-70 cm	PZ	+3.0°C	112	G	September	23	0.726949518	09-23	G6	112G6	112	2023-09-11	2023-10-23	six
192	112b-G6-09-23.jpg	245388	155296	71773	3205	15114	70-80 cm	PZ	+3.0°C	112	G	September	23	0.316084538	09-23	G6	112G6	112	2023-09-11	2023-10-23	six
193	120a-A6-07-23.jpg	227473	75404	146697	606	4766	0-10 cm	PZ	ambient	120	A	July	23	0.660496801	07-23	A6	120A6	120	2023-07-31	2023-09-11	five
194	120a-A6-07-23.jpg	227473	571	222652	349	3901	10-20 cm	PZ	ambient	120	A	July	23	0.99744202	07-23	A6	120A6	120	2023-07-31	2023-09-11	five
195	120a-A6-07-23.jpg	227473	683	222628	771	3391	20-30 cm	PZ	ambient	120	A	July	23	0.996941485	07-23	A6	120A6	120	2023-07-31	2023-09-11	five
196	120a-A6-07-23.jpg	227473	686	223924	809	2054	30-40 cm	PZ	ambient	120	A	July	23	0.996945817	07-23	A6	120A6	120	2023-07-31	2023-09-11	five
197	120a-A6-07-23.jpg	227473	864	225351	841	417	40-50 cm	PZ	ambient	120	A	July	23	0.996180625	07-23	A6	120A6	120	2023-07-31	2023-09-11	five
198	120a-A6-07-23.jpg	227473	48005	178114	1332	22	50-60 cm	PZ	ambient	120	A	July	23	0.787700282	07-23	A6	120A6	120	2023-07-31	2023-09-11	five
199	120a-A6-07-23.jpg	227473	160454	66320	415	284	60-70 cm	PZ	ambient	120	A	July	23	0.292449752	07-23	A6	120A6	120	2023-07-31	2023-09-11	five
200	120a-A6-07-23.jpg	225792	176830	43681	546	4735	70-80 cm	PZ	ambient	120	A	July	23	0.198089891	07-23	A6	120A6	120	2023-07-31	2023-09-11	five
201	120a-A6-09-23.jpg	246115	28338	197835	1577	18365	0-10 cm	PZ	ambient	120	A	September	23	0.87470653	09-23	A6	120A6	120	2023-09-11	2023-10-23	six
202	120a-A6-09-23.jpg	246115	1259	225704	1050	18102	10-20 cm	PZ	ambient	120	A	September	23	0.99445284	09-23	A6	120A6	120	2023-09-11	2023-10-23	six
203	120a-A6-09-23.jpg	246115	1141	228031	1608	15335	20-30 cm	PZ	ambient	120	A	September	23	0.995021207	09-23	A6	120A6	120	2023-09-11	2023-10-23	six
204	120a-A6-09-23.jpg	246115	615	230665	6422	8413	30-40 cm	PZ	ambient	120	A	September	23	0.997340886	09-23	A6	120A6	120	2023-09-11	2023-10-23	six
205	120a-A6-09-23.jpg	246115	513	227386	9142	9074	40-50 cm	PZ	ambient	120	A	September	23	0.997749003	09-23	A6	120A6	120	2023-09-11	2023-10-23	six
206	120a-A6-09-23.jpg	246115	4216	226482	4198	11219	50-60 cm	PZ	ambient	120	A	September	23	0.981725026	09-23	A6	120A6	120	2023-09-11	2023-10-23	six
207	120a-A6-09-23.jpg	246115	153870	79053	960	12232	60-70 cm	PZ	ambient	120	A	September	23	0.339395423	09-23	A6	120A6	120	2023-09-11	2023-10-23	six
208	120a-A6-09-23.jpg	245388	183323	47649	2281	12135	70-80 cm	PZ	ambient	120	A	September	23	0.206297733	09-23	A6	120A6	120	2023-09-11	2023-10-23	six
209	120a-G6-07-23.jpg	228145	16681	203499	1739	6226	0-10 cm	PZ	ambient	120	G	July	23	0.924239259	07-23	G6	120G6	120	2023-07-31	2023-09-11	five
210	120a-G6-07-23.jpg	228145	1988	221530	764	3863	10-20 cm	PZ	ambient	120	G	July	23	0.991105862	07-23	G6	120G6	120	2023-07-31	2023-09-11	five
211	120a-G6-07-23.jpg	228145	263	225653	574	1655	20-30 cm	PZ	ambient	120	G	July	23	0.99883585	07-23	G6	120G6	120	2023-07-31	2023-09-11	five
212	120a-G6-07-23.jpg	228145	142	226852	523	628	30-40 cm	PZ	ambient	120	G	July	23	0.999374433	07-23	G6	120G6	120	2023-07-31	2023-09-11	five
213	120a-G6-07-23.jpg	228145	617	226934	75	519	40-50 cm	PZ	ambient	120	G	July	23	0.99728852	07-23	G6	120G6	120	2023-07-31	2023-09-11	five
214	120a-G6-07-23.jpg	228145	19378	205175	484	3108	50-60 cm	PZ	ambient	120	G	July	23	0.913704114	07-23	G6	120G6	120	2023-07-31	2023-09-11	five
215	120a-G6-07-23.jpg	228145	111392	113462	304	2987	60-70 cm	PZ	ambient	120	G	July	23	0.504602987	07-23	G6	120G6	120	2023-07-31	2023-09-11	five
216	120a-G6-07-23.jpg	226464	178543	37414	577	9930	70-80 cm	PZ	ambient	120	G	July	23	0.173247452	07-23	G6	120G6	120	2023-07-31	2023-09-11	five
217	120a-G6-09-23.jpg	246115	58968	175925	1376	9846	0-10 cm	PZ	ambient	120	G	September	23	0.748958036	09-23	G6	120G6	120	2023-09-11	2023-10-23	six
218	120a-G6-09-23.jpg	246115	29588	204063	502	11962	10-20 cm	PZ	ambient	120	G	September	23	0.873366688	09-23	G6	120G6	120	2023-09-11	2023-10-23	six
219	120a-G6-09-23.jpg	246115	3443	228683	1610	12379	20-30 cm	PZ	ambient	120	G	September	23	0.985167538	09-23	G6	120G6	120	2023-09-11	2023-10-23	six
220	120a-G6-09-23.jpg	246115	691	230339	6876	8209	30-40 cm	PZ	ambient	120	G	September	23	0.997009046	09-23	G6	120G6	120	2023-09-11	2023-10-23	six
221	120a-G6-09-23.jpg	246115	784	229750	6647	8934	40-50 cm	PZ	ambient	120	G	September	23	0.9965992	09-23	G6	120G6	120	2023-09-11	2023-10-23	six
222	120a-G6-09-23.jpg	246115	4220	225870	2769	13256	50-60 cm	PZ	ambient	120	G	September	23	0.981659351	09-23	G6	120G6	120	2023-09-11	2023-10-23	six
223	120a-G6-09-23.jpg	246115	80637	150664	1147	13667	60-70 cm	PZ	ambient	120	G	September	23	0.651376345	09-23	G6	120G6	120	2023-09-11	2023-10-23	six
224	120a-G6-09-23.jpg	245388	174071	53131	2623	15563	70-80 cm	PZ	ambient	120	G	September	23	0.233849174	09-23	G6	120G6	120	2023-09-11	2023-10-23	six
225	120b-A6-07-23.jpg	227473	59951	157322	874	9326	0-10 cm	PZ	ambient	120	A	July	23	0.724075242	07-23	A6	120A6	120	2023-07-31	2023-09-11	five
226	120b-A6-07-23.jpg	227473	3621	217199	447	6206	10-20 cm	PZ	ambient	120	A	July	23	0.983602029	07-23	A6	120A6	120	2023-07-31	2023-09-11	five
227	120b-A6-07-23.jpg	227473	981	221967	1098	3427	20-30 cm	PZ	ambient	120	A	July	23	0.995599871	07-23	A6	120A6	120	2023-07-31	2023-09-11	five
228	120b-A6-07-23.jpg	227473	488	225061	278	1646	30-40 cm	PZ	ambient	120	A	July	23	0.99783639	07-23	A6	120A6	120	2023-07-31	2023-09-11	five
229	120b-A6-07-23.jpg	227473	855	226336	211	71	40-50 cm	PZ	ambient	120	A	July	23	0.996236647	07-23	A6	120A6	120	2023-07-31	2023-09-11	five
230	120b-A6-07-23.jpg	227473	63018	162630	571	1254	50-60 cm	PZ	ambient	120	A	July	23	0.720724314	07-23	A6	120A6	120	2023-07-31	2023-09-11	five
231	120b-A6-07-23.jpg	227473	191145	30261	796	5271	60-70 cm	PZ	ambient	120	A	July	23	0.136676513	07-23	A6	120A6	120	2023-07-31	2023-09-11	five
232	120b-A6-07-23.jpg	225792	203330	16421	855	5186	70-80 cm	PZ	ambient	120	A	July	23	0.074725485	07-23	A6	120A6	120	2023-07-31	2023-09-11	five
233	120b-A6-09-23.jpg	246115	61336	165070	1406	18303	0-10 cm	PZ	ambient	120	A	September	23	0.729088452	09-23	A6	120A6	120	2023-09-11	2023-10-23	six
234	120b-A6-09-23.jpg	246115	2786	223814	1720	17795	10-20 cm	PZ	ambient	120	A	September	23	0.987705207	09-23	A6	120A6	120	2023-09-11	2023-10-23	six
235	120b-A6-09-23.jpg	246115	799	227612	2993	14711	20-30 cm	PZ	ambient	120	A	September	23	0.99650192	09-23	A6	120A6	120	2023-09-11	2023-10-23	six
236	120b-A6-09-23.jpg	246115	1756	228712	7178	8469	30-40 cm	PZ	ambient	120	A	September	23	0.992380721	09-23	A6	120A6	120	2023-09-11	2023-10-23	six
237	120b-A6-09-23.jpg	246115	1043	226897	6911	11264	40-50 cm	PZ	ambient	120	A	September	23	0.995424234	09-23	A6	120A6	120	2023-09-11	2023-10-23	six
238	120b-A6-09-23.jpg	246115	125147	105057	1627	14284	50-60 cm	PZ	ambient	120	A	September	23	0.456364789	09-23	A6	120A6	120	2023-09-11	2023-10-23	six
239	120b-A6-09-23.jpg	246115	140249	91841	678	13347	60-70 cm	PZ	ambient	120	A	September	23	0.39571287	09-23	A6	120A6	120	2023-09-11	2023-10-23	six
240	120b-A6-09-23.jpg	245388	217819	14489	866	12214	70-80 cm	PZ	ambient	120	A	September	23	0.062369785	09-23	A6	120A6	120	2023-09-11	2023-10-23	six
241	120b-G6-07-23.jpg	228145	21508	202098	1275	3264	0-10 cm	PZ	ambient	120	G	July	23	0.903812957	07-23	G6	120G6	120	2023-07-31	2023-09-11	five
242	120b-G6-07-23.jpg	228145	1138	223988	796	2223	10-20 cm	PZ	ambient	120	G	July	23	0.994945053	07-23	G6	120G6	120	2023-07-31	2023-09-11	five
243	120b-G6-07-23.jpg	228145	966	224990	632	1557	20-30 cm	PZ	ambient	120	G	July	23	0.995724831	07-23	G6	120G6	120	2023-07-31	2023-09-11	five
244	120b-G6-07-23.jpg	228145	1410	226595	132	8	30-40 cm	PZ	ambient	120	G	July	23	0.993815925	07-23	G6	120G6	120	2023-07-31	2023-09-11	five
245	120b-G6-07-23.jpg	228145	2497	224859	186	603	40-50 cm	PZ	ambient	120	G	July	23	0.989017224	07-23	G6	120G6	120	2023-07-31	2023-09-11	five
246	120b-G6-07-23.jpg	228145	39941	184279	470	3455	50-60 cm	PZ	ambient	120	G	July	23	0.821866916	07-23	G6	120G6	120	2023-07-31	2023-09-11	five
247	120b-G6-07-23.jpg	228145	99007	123182	335	5621	60-70 cm	PZ	ambient	120	G	July	23	0.554401883	07-23	G6	120G6	120	2023-07-31	2023-09-11	five
248	120b-G6-07-23.jpg	226464	163048	53021	312	10083	70-80 cm	PZ	ambient	120	G	July	23	0.245389204	07-23	G6	120G6	120	2023-07-31	2023-09-11	five
249	120b-G6-09-23.jpg	246115	56835	176760	3013	9507	0-10 cm	PZ	ambient	120	G	September	23	0.756694279	09-23	G6	120G6	120	2023-09-11	2023-10-23	six
250	120b-G6-09-23.jpg	246115	47975	186597	1171	10372	10-20 cm	PZ	ambient	120	G	September	23	0.795478574	09-23	G6	120G6	120	2023-09-11	2023-10-23	six
251	120b-G6-09-23.jpg	246115	1890	231573	1796	10856	20-30 cm	PZ	ambient	120	G	September	23	0.991904499	09-23	G6	120G6	120	2023-09-11	2023-10-23	six
252	120b-G6-09-23.jpg	246115	1372	231700	6178	6865	30-40 cm	PZ	ambient	120	G	September	23	0.994113407	09-23	G6	120G6	120	2023-09-11	2023-10-23	six
253	120b-G6-09-23.jpg	246115	727	233182	5554	6652	40-50 cm	PZ	ambient	120	G	September	23	0.996891954	09-23	G6	120G6	120	2023-09-11	2023-10-23	six
254	120b-G6-09-23.jpg	246115	41361	191110	2552	11092	50-60 cm	PZ	ambient	120	G	September	23	0.822081034	09-23	G6	120G6	120	2023-09-11	2023-10-23	six
255	120b-G6-09-23.jpg	246115	126469	104437	999	14210	60-70 cm	PZ	ambient	120	G	September	23	0.452292275	09-23	G6	120G6	120	2023-09-11	2023-10-23	six
256	120b-G6-09-23.jpg	245388	174761	47531	3622	19474	70-80 cm	PZ	ambient	120	G	September	23	0.21382236	09-23	G6	120G6	120	2023-09-11	2023-10-23	six
257	121a-A6-07-23.jpg	227473	42895	183369	1040	169	0-10 cm	PZ	+1.5°C	121	A	July	23	0.810420571	07-23	A6	121A6	121	2023-07-31	2023-09-11	five
258	121a-A6-07-23.jpg	227473	1105	225671	404	293	10-20 cm	PZ	+1.5°C	121	A	July	23	0.99512735	07-23	A6	121A6	121	2023-07-31	2023-09-11	five
259	121a-A6-07-23.jpg	227473	94	227355	23	1	20-30 cm	PZ	+1.5°C	121	A	July	23	0.999586721	07-23	A6	121A6	121	2023-07-31	2023-09-11	five
260	121a-A6-07-23.jpg	227473	36	227428	5	4	30-40 cm	PZ	+1.5°C	121	A	July	23	0.999841733	07-23	A6	121A6	121	2023-07-31	2023-09-11	five
261	121a-A6-07-23.jpg	227473	4656	222665	38	114	40-50 cm	PZ	+1.5°C	121	A	July	23	0.97951795	07-23	A6	121A6	121	2023-07-31	2023-09-11	five
262	121a-A6-07-23.jpg	227473	93185	133280	136	872	50-60 cm	PZ	+1.5°C	121	A	July	23	0.588523613	07-23	A6	121A6	121	2023-07-31	2023-09-11	five
263	121a-A6-07-23.jpg	227473	184705	42089	189	490	60-70 cm	PZ	+1.5°C	121	A	July	23	0.185582511	07-23	A6	121A6	121	2023-07-31	2023-09-11	five
264	121a-A6-07-23.jpg	225792	213377	7685	497	4233	70-80 cm	PZ	+1.5°C	121	A	July	23	0.034764003	07-23	A6	121A6	121	2023-07-31	2023-09-11	five
265	121a-A6-09-23.jpg	246115	9020	217876	1096	18123	0-10 cm	PZ	+1.5°C	121	A	September	23	0.960246104	09-23	A6	121A6	121	2023-09-11	2023-10-23	six
266	121a-A6-09-23.jpg	246115	405	228560	811	16339	10-20 cm	PZ	+1.5°C	121	A	September	23	0.998231171	09-23	A6	121A6	121	2023-09-11	2023-10-23	six
267	121a-A6-09-23.jpg	246115	894	228463	2278	14480	20-30 cm	PZ	+1.5°C	121	A	September	23	0.996102146	09-23	A6	121A6	121	2023-09-11	2023-10-23	six
268	121a-A6-09-23.jpg	246115	638	229138	7619	8720	30-40 cm	PZ	+1.5°C	121	A	September	23	0.997223383	09-23	A6	121A6	121	2023-09-11	2023-10-23	six
269	121a-A6-09-23.jpg	246115	760	228524	8923	7908	40-50 cm	PZ	+1.5°C	121	A	September	23	0.996685333	09-23	A6	121A6	121	2023-09-11	2023-10-23	six
270	121a-A6-09-23.jpg	246115	24913	203053	5590	12559	50-60 cm	PZ	+1.5°C	121	A	September	23	0.890716159	09-23	A6	121A6	121	2023-09-11	2023-10-23	six
271	121a-A6-09-23.jpg	246115	211284	16925	896	17010	60-70 cm	PZ	+1.5°C	121	A	September	23	0.074164472	09-23	A6	121A6	121	2023-09-11	2023-10-23	six
272	121a-A6-09-23.jpg	245388	215221	7891	2915	19361	70-80 cm	PZ	+1.5°C	121	A	September	23	0.035367887	09-23	A6	121A6	121	2023-09-11	2023-10-23	six
273	121a-G6-07-23.jpg	228145	16076	200913	4069	7087	0-10 cm	PZ	+1.5°C	121	G	July	23	0.925913295	07-23	G6	121G6	121	2023-07-31	2023-09-11	five
274	121a-G6-07-23.jpg	228145	345	220014	982	6804	10-20 cm	PZ	+1.5°C	121	G	July	23	0.998434373	07-23	G6	121G6	121	2023-07-31	2023-09-11	five
275	121a-G6-07-23.jpg	228145	280	222427	2116	3322	20-30 cm	PZ	+1.5°C	121	G	July	23	0.998742743	07-23	G6	121G6	121	2023-07-31	2023-09-11	five
276	121a-G6-07-23.jpg	228145	96	223721	1993	2335	30-40 cm	PZ	+1.5°C	121	G	July	23	0.999571078	07-23	G6	121G6	121	2023-07-31	2023-09-11	five
277	121a-G6-07-23.jpg	228145	27688	199020	639	798	40-50 cm	PZ	+1.5°C	121	G	July	23	0.87786933	07-23	G6	121G6	121	2023-07-31	2023-09-11	five
278	121a-G6-07-23.jpg	228145	71741	156086	270	48	50-60 cm	PZ	+1.5°C	121	G	July	23	0.68510756	07-23	G6	121G6	121	2023-07-31	2023-09-11	five
279	121a-G6-07-23.jpg	228145	209053	19087	5	0	60-70 cm	PZ	+1.5°C	121	G	July	23	0.08366354	07-23	G6	121G6	121	2023-07-31	2023-09-11	five
280	121a-G6-07-23.jpg	226464	204053	20876	317	1218	70-80 cm	PZ	+1.5°C	121	G	July	23	0.092811509	07-23	G6	121G6	121	2023-07-31	2023-09-11	five
281	121a-G6-09-23.jpg	246115	48275	177813	1646	18381	0-10 cm	PZ	+1.5°C	121	G	September	23	0.786476947	09-23	G6	121G6	121	2023-09-11	2023-10-23	six
282	121a-G6-09-23.jpg	246115	2637	224135	1252	18091	10-20 cm	PZ	+1.5°C	121	G	September	23	0.98837158	09-23	G6	121G6	121	2023-09-11	2023-10-23	six
283	121a-G6-09-23.jpg	246115	948	226305	2938	15924	20-30 cm	PZ	+1.5°C	121	G	September	23	0.995828438	09-23	G6	121G6	121	2023-09-11	2023-10-23	six
284	121a-G6-09-23.jpg	246115	831	226692	8933	9659	30-40 cm	PZ	+1.5°C	121	G	September	23	0.996347622	09-23	G6	121G6	121	2023-09-11	2023-10-23	six
285	121a-G6-09-23.jpg	246115	9684	218194	9171	9066	40-50 cm	PZ	+1.5°C	121	G	September	23	0.957503576	09-23	G6	121G6	121	2023-09-11	2023-10-23	six
286	121a-G6-09-23.jpg	246115	41384	187053	4035	13643	50-60 cm	PZ	+1.5°C	121	G	September	23	0.818838454	09-23	G6	121G6	121	2023-09-11	2023-10-23	six
287	121a-G6-09-23.jpg	246115	184683	43840	773	16819	60-70 cm	PZ	+1.5°C	121	G	September	23	0.191840646	09-23	G6	121G6	121	2023-09-11	2023-10-23	six
288	121a-G6-09-23.jpg	245388	208012	15000	2132	20244	70-80 cm	PZ	+1.5°C	121	G	September	23	0.067260955	09-23	G6	121G6	121	2023-09-11	2023-10-23	six
289	121b-A6-07-23.jpg	227473	47452	177888	1003	1130	0-10 cm	PZ	+1.5°C	121	A	July	23	0.789420431	07-23	A6	121A6	121	2023-07-31	2023-09-11	five
290	121b-A6-07-23.jpg	227473	835	225878	157	603	10-20 cm	PZ	+1.5°C	121	A	July	23	0.996316929	07-23	A6	121A6	121	2023-07-31	2023-09-11	five
291	121b-A6-07-23.jpg	227473	637	225820	89	927	20-30 cm	PZ	+1.5°C	121	A	July	23	0.997187104	07-23	A6	121A6	121	2023-07-31	2023-09-11	five
292	121b-A6-07-23.jpg	227473	377	226483	83	530	30-40 cm	PZ	+1.5°C	121	A	July	23	0.998338182	07-23	A6	121A6	121	2023-07-31	2023-09-11	five
293	121b-A6-07-23.jpg	227473	554	225996	109	814	40-50 cm	PZ	+1.5°C	121	A	July	23	0.997554624	07-23	A6	121A6	121	2023-07-31	2023-09-11	five
294	121b-A6-07-23.jpg	227473	37925	188395	142	1011	50-60 cm	PZ	+1.5°C	121	A	July	23	0.832427536	07-23	A6	121A6	121	2023-07-31	2023-09-11	five
295	121b-A6-07-23.jpg	227473	198798	27711	200	764	60-70 cm	PZ	+1.5°C	121	A	July	23	0.12233951	07-23	A6	121A6	121	2023-07-31	2023-09-11	five
296	121b-A6-07-23.jpg	225792	200963	21727	375	2727	70-80 cm	PZ	+1.5°C	121	A	July	23	0.097566123	07-23	A6	121A6	121	2023-07-31	2023-09-11	five
297	121b-A6-09-23.jpg	246115	54408	173520	1423	16764	0-10 cm	PZ	+1.5°C	121	A	September	23	0.76129304	09-23	A6	121A6	121	2023-09-11	2023-10-23	six
298	121b-A6-09-23.jpg	246115	1640	229839	868	13768	10-20 cm	PZ	+1.5°C	121	A	September	23	0.992915124	09-23	A6	121A6	121	2023-09-11	2023-10-23	six
299	121b-A6-09-23.jpg	246115	752	230912	1965	12486	20-30 cm	PZ	+1.5°C	121	A	September	23	0.996753919	09-23	A6	121A6	121	2023-09-11	2023-10-23	six
300	121b-A6-09-23.jpg	246115	683	231911	6557	6964	30-40 cm	PZ	+1.5°C	121	A	September	23	0.997063553	09-23	A6	121A6	121	2023-09-11	2023-10-23	six
301	121b-A6-09-23.jpg	246115	1025	232273	6734	6083	40-50 cm	PZ	+1.5°C	121	A	September	23	0.995606478	09-23	A6	121A6	121	2023-09-11	2023-10-23	six
302	121b-A6-09-23.jpg	246115	35612	197195	4335	8973	50-60 cm	PZ	+1.5°C	121	A	September	23	0.847032091	09-23	A6	121A6	121	2023-09-11	2023-10-23	six
303	121b-A6-09-23.jpg	246115	105620	127475	974	12046	60-70 cm	PZ	+1.5°C	121	A	September	23	0.546880027	09-23	A6	121A6	121	2023-09-11	2023-10-23	six
304	121b-A6-09-23.jpg	245388	214338	12638	3505	14907	70-80 cm	PZ	+1.5°C	121	A	September	23	0.055679896	09-23	A6	121A6	121	2023-09-11	2023-10-23	six
305	121b-G6-07-23.jpg	228145	11104	211238	1796	4007	0-10 cm	PZ	+1.5°C	121	G	July	23	0.950058918	07-23	G6	121G6	121	2023-07-31	2023-09-11	five
306	121b-G6-07-23.jpg	228145	406	222018	852	4869	10-20 cm	PZ	+1.5°C	121	G	July	23	0.998174657	07-23	G6	121G6	121	2023-07-31	2023-09-11	five
307	121b-G6-07-23.jpg	228145	354	222521	2372	2898	20-30 cm	PZ	+1.5°C	121	G	July	23	0.998411666	07-23	G6	121G6	121	2023-07-31	2023-09-11	five
308	121b-G6-07-23.jpg	228145	224	223987	1772	2162	30-40 cm	PZ	+1.5°C	121	G	July	23	0.999000941	07-23	G6	121G6	121	2023-07-31	2023-09-11	five
