taxa;X1;X10;X100;X101;X102;X103;X104;X105;X106;X107;X108;X109;X11;X110;X111;X112;X113;X114;X115;X116;X117;X118;X119;X12;X120;X121;X122;X123;X124;X125;X126;X127;X128;X129;X13;X130;X131;X132;X133;X134;X135;X136;X137;X138;X139;X14;X15;X16;X17;X18;X19;X2;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X3;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;X4;X40;X41;X42;X43;X44;X45;X46;X47;X48;X49;X5;X50;X51;X52;X53;X54;X55;X56;X57;X58;X59;X6;X60;X61;X62;X63;X64;X65;X66;X67;X68;X69;X7;X70;X71;X72;X73;X74;X75;X76;X77;X78;X79;X8;X80;X81;X82;X83;X84;X85;X86;X87;X88;X89;X9;X90;X91;X92;X93;X94;X95;X96;X97;X98;X99
"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae";0.027495;0;0.125865;0;0;0.076311;0.114679;0.026003;0.004343;0.126669;0.01768;0;0;13.238913;0.051245;0;0.242718;0.015487;15.784688;0.008329;0;0.026352;0.103377;0;0;0.012875;0.022481;0.237124;0.054961;0.038563;0;0;0;0.954384;0.029669;0.215378;0.017788;0.021368;0.160966;2.340417;0.910217;31.392635;0.042443;27.825161;0.095121;0;0;0;0.020661;0;0.029928;0;0.376211;0;0.004545;0.009461;0.00821;0;0;0;0.036526;0.014579;0;0.058302;0.010105;0;0;0.015999;0;0.006047;0;0.057737;0;0.008848;0;0.016221;0;0;0.167785;0.014684;0;0.014357;0.004644;0.13113;0.010251;0.09076;0;0.007671;0;0;0.02054;0;0;0;0;0;0.013834;0;0;0;0;0.041214;0;0.006739;0;0.100654;0;0.002986;0.013217;0;0.006609;0;0.013476;0;0;0.005503;0.059418;0;0.045065;0;0;0;0.079302;5.432099;0.011162;0.181535;0.009165;0;0;0;0;0;0.023035;0.423798;2.946824;0;0;0;0
"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.525465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;others";0;0;0;0;0;0;0;0.12785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007328;0;0;0;0;0;0;0;0;0;0;0;0;0.077801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015158;0;0;0.0064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.039612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Proteobacteria;Gammaproteobacteria;EPR3968-O8a-Bc78;others";0.219961;0;0.220264;0.632912;0.889493;0.130819;0;0.106181;0.792515;0.375136;0.01768;0.079752;0.225501;0.060152;0.219618;0.486347;0;0.023231;0.363702;0.358132;0.404708;0;0.045946;0.571092;0;0.77765;1.340455;0.180212;0.293124;0.284775;1.247227;1.067076;0.252437;0.076965;0.203975;0.532779;1.029175;1.266028;0.050302;0.030816;0.170936;0;0;0;0;0;0.044803;0.227946;0.082645;0.381486;0.013301;0.448325;0.016009;0.215592;0.505397;0.108798;0.028734;0;0.198895;0.221124;0.237422;0;0.590709;0.012956;0.323363;0.58311;0.417479;0.332791;0.093415;0.368872;0.13272;0.433025;0.026613;0.141566;0.023691;0.173021;0.219781;0.371448;0;0.099123;0.235451;0.260823;0.362251;0.288486;0.056379;0.145216;0.279174;0.306851;0.690668;0.344599;0.112971;0.32258;0.611878;0.470697;0.383025;0.327053;0;0.371359;0.42005;0.344019;0.290185;0.041214;0.112108;0.266187;0;0.150981;0.18628;0.08759;0.393189;0.655798;0.617933;0.696402;0.008984;0;1.039207;0.420987;0.178254;0.077777;0.09013;0;0.423084;0.413259;0;0.094966;0.396251;0.44087;0.689701;0.3003;0.082508;0.523448;0.60381;0.650402;0.025594;0.1304;0.078021;0.564815;0.549576;0.047037;0.097804
"Bacteria;Proteobacteria;Gammaproteobacteria;eub62A3;others";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Proteobacteria;Gammaproteobacteria;Ga0077536;others";0;0;0.110132;0;0;0;0;0;0.023884;0;0;0;0.102501;0;0.014641;0;0;0;0;0.008329;0.012647;0;0;0.235156;0;0.06695;0.075874;0;0.007328;0;0;0.143971;0;0;0.259605;0;0.030494;0.037393;0;0;0.008547;0;0;0;0;0.012618;0.033602;0.045589;0.020661;0.043187;0;0.070051;0;0.103483;0.046359;0.011825;0;0;0;0.065036;0.018263;0;0.0179;0;0.04042;0.03135;0.046387;0;0;0.039306;0.039816;0;0;0.013272;0.082919;0.097324;0.043956;0.02185;0;0.014684;0.031393;0.052643;0.030188;0;0;0;0.018612;0.038357;0.028645;0.026508;0;0.039339;0.055625;0.022776;0.030642;0.052329;0;0.047074;0;0.043917;0.010242;0;0;0.026956;0;0;0.051744;0.001991;0.023129;0;0.006609;0;0.008984;0;0.094473;0;0;0.022222;0;0;0.033847;0;0;0;0.011162;0;0;0;0;0.014341;0.06967;0.019243;0;0;0;0.017836;0;0;0
"Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_Incertae_Sedis;Unknown_Family";0.412428;0.0272;0.015733;1.059439;0.176296;0.043606;0;0.052007;0.138963;0.068208;0;0;0.615004;0;0.146413;0.047066;0;0;0;0.072182;0.113824;0.013176;0;0.205759;0;0.309;0.205142;0.023712;0.032976;0.005933;0.194013;0.457319;0.058254;0.061572;0.08159;0.015114;0.269366;0.138891;0;0.009245;0.119654;0.025934;0.445647;0;0;0.05678;0.022402;0.243141;0.092975;0.086375;0;0.10741;0;0.431181;0.239974;0.014191;0;0;0.353592;0.117066;0;0;0.06265;0;0.121261;0.13794;0.083497;0.016;0;0.257004;0.061936;0;0;0.075207;0.059228;0.697488;0.061538;0.142024;0;0.128492;0.137346;0.081358;0.143971;0;0.041003;0.018152;0.167505;0.097808;0.098666;0.059642;0;0.212433;0.069532;0.151838;0;0.300889;0;0.235369;0.126014;0.058557;0.013656;0;0;0.171843;0;0;0.134536;0.029861;0.135469;0.112422;0.056176;0.066324;0;0;0.330658;0.044025;0;0.022222;0;0;0;0.10714;0;0.047483;0.273469;0;0.066451;0;0;0.172092;0.116117;0.223215;0.035832;0.0326;0.012003;0.190255;0.137394;0;0.086938
"Bacteria;Proteobacteria;Gammaproteobacteria;Granulosicoccales;Granulosicoccaceae";0;0;0;0;0;0;0;0;0.015199;0;0;0;0.123001;0;0;0;0;0;0;0.008329;0;0;0;0.054589;0;0.023175;0;0;0;0;0;0.110096;0;0;0.022252;0;0;0.016026;0;0;0;0.025934;0;0;0;0.063088;0.044803;0.037991;0;0;0.006651;0.01868;0;0.04743;0.003636;0.003548;0;0;0;0;0;0;0;0.051824;0;0;0;0.0064;0.023354;0.022676;0.017696;0;0;0.06857;0.047382;0.027035;0.017582;0.025491;0;0.477257;0;0;0.009288;0;0;0;0;0.003836;0;0;0;0.023603;0;0;0;0;0;0.026152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.039612;0;0.067598;0;0;0;0;0.018993;0.022324;0;0;0;0;0;0;0;0;0;0;0.083237;0;0;0
"Bacteria;Proteobacteria;Gammaproteobacteria;Halothiobacillales;Thioalkalibacteraceae";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Proteobacteria;Gammaproteobacteria;HOC36;others";0.192466;0.081599;0.015733;0.082554;0.592997;0;0;0.019503;0.662238;0.526163;0.044201;0;0.451004;0;0.073207;0.549105;0;0;0;0.016657;0.056912;0;0;0.050391;0;0.22145;0.196712;0.071137;0.146562;0.083059;0.166297;0.22019;0.228166;0.09236;0.029669;0.007557;0.132141;0.662394;0;0;0.008547;0.090768;0.355457;0;0;0.063088;0;0.410303;0.247934;0;0.006651;0.228832;0.016009;0.349257;1.003518;0.020104;0.010262;0;0.243094;0.793444;0.219158;0.036448;0.0179;0.03239;4.552344;4.664871;0.092773;0.028799;0;0.615286;1.136967;0;0;0.128294;0.059228;1.108408;0.29011;0.076475;0;0.088109;0.459128;0.91168;0.332064;0.104904;0.010251;0.063532;1.256281;0.352874;0.203698;0.019881;0.061621;1.581431;1.098596;0.850288;0.413666;0.680272;0;0.685183;0.350041;0.197628;0.099003;0;1.065022;1.772355;1.873536;0.402617;0.08279;0.173187;1.447218;0.993067;0.855857;0.215553;0.130267;0.917431;0.495985;0.305423;0.297089;0;0.180261;0;0.744627;0.405601;0.079302;0.256411;1.462217;0.803941;1.127354;0;0;0.41589;0.116117;0.735068;0.005119;0;0;0.175391;0.22899;0;0.032602
"Bacteria;Proteobacteria;Gammaproteobacteria;Immundisolibacterales;Immundisolibacteraceae";0.027495;0.108799;0;0;0;0;0;0;0.036912;0.014616;0;0;0;0;0;0;0;0;0;0;0;0;0;0.113379;0;0;0.025292;0.009485;0.010992;0;0;0;0;0;0.089008;0;0;0;0;0;0;0;0;0;0;0.018926;0.016801;0.098777;0.433884;0.021594;0;0.158782;0;0.012935;0.023634;0.010643;0;0;0.110497;0.520291;0.100447;0;0.035801;0.025912;0;0;0;0.0096;0;0.104312;0.092904;0;0;0.037603;0;0.037848;0.263736;0.091042;0;0.036712;0.070635;0.052643;0.020899;0;0;0.018152;0.018612;0.015342;0.041376;0.033135;0.02054;0;0;0;0;0;0;0.015691;0;0.021959;0.006828;0;0.168161;0.006739;0;0;0.020698;0;0.033041;0.056211;0.115657;0;0.02246;0;0;0.055031;0;0.177778;0;0;0.033847;0.022959;0.079302;0.018993;0.016743;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Proteobacteria;Gammaproteobacteria;JTB23;others";0.027495;0.0272;0.039333;0;0.02404;0;0.076453;0;0.021714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.054591;0;0.00515;0.044963;0;0.073281;0.175017;0;0.016938;0.019418;0;0.007417;0.177593;0.005082;0.05342;0;0.003082;0;0;0;0;0;0.031544;0;0;0;0.467863;0.009976;0.0934;0.128072;0;0.055449;0.070956;0.026681;0.498753;0;0;0.082184;0;0.438558;0.012956;0.015158;0.01254;0.333982;0.137596;0.046708;0.01663;0.092904;0.230947;0;0.0553;0;0;0.017582;0.116534;0;0.014685;0.051013;0.088536;0.206668;0.209808;0;0.09076;0.027917;0.046027;0.143226;0.046389;0.08216;0;0.055626;0.075919;0.229815;0;0;0.010461;0;0.080516;0.136557;0;0;0.006739;0;0;0;0.013935;0.01652;0;0.079307;0.033162;0;0;0;0.074292;0;0;0;0;0;0.015306;0;0;0.011162;0;0.059575;0;0;0;0;0;0;0;0;0;0;0;0.054336
"Bacteria;Proteobacteria;Gammaproteobacteria;KI89A_clade;others";0.398681;0.0544;0.015733;1.073198;0.408687;0.130819;0;0.065009;0.46031;0.287441;0.132603;0.019938;0.594506;0.010937;0.841874;0.407905;0.069348;0;0;0.644086;1.353232;0.072468;0.022973;0.230957;0;0.677225;0.382185;0.151759;0.175873;0.053395;1.025499;1.0332;0.160201;0.035917;0.122385;0.022671;0.780141;0.689103;0.060362;0;0.799112;0;0;0;0;0.069397;0.072804;0.50148;0.340909;0.172749;0.04323;0.308223;0;0.400997;0.58993;0.047302;0.069781;0;0.441989;0.312175;0.100447;0;0.098452;0.06478;0.505254;0.41382;0.380371;0.124796;0.093415;0.279677;0.26544;0.17321;0;0.086267;0;0.621789;0.254946;0.094682;0;0.055069;0.39242;0.296715;0.227567;0.498295;0.010251;0.09076;0.176809;0.479452;0.286452;0.159046;0.06162;0.660896;1.112501;0.576983;0.30642;0.627942;0.048419;0.554421;0.854102;0.307422;0.119487;0;0.560539;0.357164;0.468384;0;0.217324;0.06868;0.234594;0.262319;0.254444;0.132648;0.013476;0.366972;0.968353;0.308175;0.059418;0.022222;0.045065;0;0.524623;0.390298;0;0.047483;0.329279;0.440871;0.197059;0;0.20627;0.731393;0.650256;0.538795;0.04607;0;0.012003;0.214036;0.206091;0.023518;0.097804
"Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae";0;0;0.015733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.054555;0;0;0;0;0;0;0;0.011241;0.009485;0;0;0;0;0;0;0;0;0.007624;0;0;0.003082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.046447;0;0;0;0;0;0;0;0
"Bacteria;Proteobacteria;Gammaproteobacteria;MBAE14;others";0;0;0;0;0;0;0;0;0.071652;0.043847;0;0;0;0.010937;0.021962;0.329463;0;0;0;0;0;0;0;0.012598;0;0.012875;0.025292;0;0;0;0;0.033875;0;0;0.018543;0;0.030494;0.122863;0;0;0.03846;0;0;0;0;0;0;0;0;0;0;0.042031;0;0.034494;0.023634;0;0;0;0.265193;0;0;0;0;0;0.121261;0.934228;0;0;0;0.018141;0.070784;0;0;0.013272;0;0.016221;0.017582;0;0;0.007342;0.023545;0.071786;0.018577;0;0;0;0.055836;0.023014;0.015914;0;0;0.495674;0.417188;0.113877;0.030642;0;0;0.151681;0.224027;0;0;0;0.112108;0.168475;0;0;0.031046;0.004977;0.019824;0;0.036349;0;0;0.366972;0.094473;0.013758;0;0;0;0;0.033847;0.084182;0;0;0.195335;0.103734;0.022914;0;0;0.071705;0;0.265548;0;0;0;0.014864;0;0;0
"Bacteria;Proteobacteria;Gammaproteobacteria;MBMPE27;others";0;0;0;0;0;0;0;0;0;0;0;0.059814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.106258;0.299605;0;0;0.024273;0.071836;0;0.419422;0;0;0;0.015408;0.01282;0;0;0;0;0;0;0;0;0;0.016627;0;0;0;0;0;0.026681;0;0;0;0.018263;0;0;0;0;0.01254;0;0;0.023354;0;0;0;0;0;0;0;0;0.007283;0;0;0;0;0.013933;0.052452;0;0.027228;0;0;0;0;0.02054;0;0;0.015184;0.030642;0;0;0;0;0.014639;0.064864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015306;0;0;0;0;0;0;0;0;0;0;0;0.0326;0;0;0;0;0.130406
"Bacteria;Proteobacteria;Gammaproteobacteria;MD2904-B13;others";0;0;0;0;0;0;0;0.021669;0;0;0.01768;0;0;0;0;0;0;0;0;0;0;0.085645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007624;0.010684;0;0.004622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.013748;0;0;0;0;0;0.010238;0;0;0;0;0;0
"Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Cycloclasticaceae";0.027495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00934;0;0;0.003636;0;0;0;0;0;0;0;0;0;0.045473;0.01254;0;0;0;0.003024;0;0;0;0.022119;0;0.010814;0;0;0;0;0;0;0;0;0;0;0.17681;0.003836;0.006366;0;0;0.511408;0;0.015184;0;0.039246;0;0.104608;0;0;0;0;0;0;0;0;0.020698;0;0.013217;0.037474;0.023131;0;0;0.550459;0;0;0;0;0;0;0;0;0;0;0.184172;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae";0.027495;0;0;0;0;0;0;0.004334;0;0;0;0.019938;0.061501;0;0;0.062755;0;0;0;0;0;0;0;0.088183;0;0;0;0.033197;0.025649;0.011866;0;0;0;0;0.044503;0.018893;0;0;0;0.007704;0;0;0;0;0;0.012618;0.022401;0;0.051653;0;0;0;0;0;0.013635;0;0;0;0;0.026015;0;0;0;0.012956;0;0.01881;0;0;0;0;0.026544;0;0;0.004424;0.236911;0.027034;0;0;0;0;0;0.009571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.072442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.021734
"Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;others";0;0;0;0;0;0;0;0;0.086851;0.009744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.37595;0.075875;0.01897;0.014656;0;0.277161;0.160908;0;0;0;0;0.02287;0.037394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007848;0.009571;0;0;0;0;0.027917;0.005753;0;0;0;0.141621;0.041719;0;0;0;0;0.235368;0.154019;0;0;0;0;0;0;0;0;0;0;0;0.013218;0;0;0;0.543222;0;0;0;0.067598;0;0.05077;0.045917;0;0.018993;0.22882;0.051867;0.016039;0.3003;0;0.143411;0;0;0;0;0;0;0;0;0
"Bacteria;Proteobacteria;Gammaproteobacteria;Milano-WF1B-44;others";0;0;0;0;0;0;0;0;0;0;0;0;0.041;0;0;0;0;0;0;0;0;0;0;0.012598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012618;0;0.015196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.037848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.052329;0;0;0;0;0;0;0;0;0;0.100654;0;0.009953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Proteobacteria;Gammaproteobacteria;Nitrococcales;Halorhodospiraceae";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.013217;0;0.013218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Proteobacteria;Gammaproteobacteria;Nitrococcales;Nitrococcaceae";0;0;0;0.041277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.024986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.017093;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005945;0;0;0
"Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae";0.45367;0.0272;0.031466;0.591635;0.240403;0;0.229358;0.039005;0.653557;0.409238;0;0.249227;0.492006;0;0.051244;0.47066;0;0;0.10911;0.052749;0.151765;0;0;0.445114;0;0.290975;0.278208;0.203927;1.02594;1.432768;0.498891;0.618227;0.344676;0.128277;0.311527;1.054223;0.363388;0.924147;0.050302;0.075497;0.072647;0.142635;0;0;0;0.056779;0.028002;0.357115;0.444214;0.460667;0;0.929338;0.032018;0.396688;0.922621;0.089877;0.022576;0;0.530386;1.39178;0.584421;0;0.331152;0.09717;0.904406;1.1286;1.363765;0.227193;0.023354;0.483767;1.243144;0.086605;0;0.265438;0;0.275752;0.589009;0.203932;0.041946;0.069753;2.323116;2.687182;1.82751;0.288486;0.030752;0.61717;0.846829;0.976162;1.056686;0.15242;0.369723;0.527144;0.890005;1.017313;0.965223;0.627944;0;0.63288;1.134132;1.105255;0.351634;0.027476;0.7287;1.485943;0.936768;0.402616;0.320813;0.163237;0.389887;0.599586;0.760025;0.712983;0.062888;0.366972;0.44875;0.833721;0.079224;0.155555;0.045065;0;1.320021;1.117321;0;0.161443;0.630652;0.752074;1.789558;0.3003;0.123762;0.573646;0.139341;0.365611;0.005119;0.0815;0;0.14269;0.091596;0;0.184743
"Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae";0.068738;0;0.32253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.019433;0;0;0;0;0;0.038625;0.044963;0;0;0;0.166297;0.093157;0;0;0;0;0;0.048077;0;0;0;0;0.164465;0;0;0;0;0.015196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.055935;0;0;0;0;1.930822;0;0;0;0;0.018356;0.007848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.013217;0.168634;0;0;0;0;0.070855;0;0;0;0;0;0;0;0.158604;0;0.027905;0;0;0;0;0;0;0;0;0;0;0.050536;0;0;0
"Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae1";0;0;0;0.027518;0;0;0;0;0.004343;0;0;0;0;0;0;0;0;0;0;0.022209;0;0;0;0;0;0.00515;0;0;0;0;0;0.059282;0;0;0;0;0;0.016026;0;0;0;0;0.063664;0;0;0;0;0;0;0;0;0;0;0.038806;0;0.002365;0;0;0;0.026015;0;0;0;0;0.065683;0;0;0;0;0.009071;0;0;0;0.004424;0;0;0;0;0;0.007342;0;0;0;0;0;0;0;0;0;0;0;0.031471;0;0.030367;0;0.026164;0;0.026152;0;0;0;0;0;0;0;0;0;0;0.016521;0;0;0;0;0;0;0;0;0.022222;0;0;0;0;0;0;0.200916;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Endozoicomonadaceae";0;0;0;0;0;0;0;0;0;0;0;0;0.082001;0;0;0;0;0;0;0;0;0;0;0.025195;0;0;0;0;0;0;0;0;0;0;0.007417;0;0;0;0;0;0;0;0;0;0;0;0;0.015196;0;0;0;0;0;0.021559;0.005454;0;0;0;0;0;0;0;0;0;0.136419;0;0;0;0;0.003024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Hahellaceae";0.096233;0;0.031466;0;0;0;0;0.004334;0.004343;0;0;0;0;0;0;0;0;0;0;0.077735;0;0;0;0.067187;0;0.00515;0.019671;0;0;0;0;0;0;0.010262;0.018543;0.007557;0.040659;0.122863;0;0;0;0;0;0;0;0.063088;0;0.053188;0;0;0;0.05137;0;0.081925;0.067265;0;0;0;0.088398;0;0;0;0;0;0.191997;0.19437;0.018555;0;0;0.018141;0;0;0;0.02212;0;0.08651;0;0;0;0;0.21583;0.08375;0.016255;0;0.010251;0;0.88405;0.109315;0.006366;0;0;0;0;0.015184;0;0;0;0.575344;0.16802;0;0.006828;0;0;0;0;0;0;0;0.006608;0;0;0;0;0;2.361833;0.011006;0.079224;0;0.045065;0;0.338467;0.030611;0.079302;0;0.775756;0.259336;0.01604;0;0;0.795927;0;0.02694;0;0;0;0.023781;0;0;0
"Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae";0.05499;0;1.282254;6.108971;0.016027;0.087212;0.191132;0.197192;0.006514;0.014616;0;0.059814;0.246003;1.881118;0.102489;0;0;0.116153;1.800328;0.180456;0.056912;0.039528;0.792557;0.012598;0.530121;0.023175;0.008431;0.01897;0;0;0.055432;0.118564;0;0.359177;0.014835;0.049121;0.132139;0.037394;0.020121;0.50691;0.658093;4.655083;4.732346;0;0.027178;0;0;0.053187;0.154959;0;0.106411;0.00934;0.14408;0.077613;0.019998;0.041391;0.080043;0;0.198895;0.065036;0.100447;0.116635;0;0.058302;0.106104;0.32604;0;0.015999;0.116768;0.045353;0.02212;0;0;0.030968;0.402748;0.037848;0.07912;0.061908;0.188758;0.128492;0.039242;0.004786;0.074307;0;0.015376;0.072608;0.018612;0.003836;0.006366;0.033135;0.02054;0.291108;0;0.20498;0;0.078493;0.152176;0.036613;0.028003;0;0.027312;0.453359;0.112108;0.171842;0;0;0.020698;0.040809;0.396496;0.149897;0.122265;0;0.220106;0;0;0;0.693207;0;0.585849;0;0;0.015306;1.863599;0.664768;0.217659;0;0.03208;0;0;0.014341;0;0;0.020476;0.0326;0.270075;0.1308;0;0.082314;0
