taxa;X1;X10;X100;X101;X102;X103;X104;X105;X106;X107;X108;X109;X11;X110;X111;X112;X113;X114;X115;X116;X117;X118;X119;X12;X120;X121;X122;X123;X124;X125;X126;X127;X128;X129;X13;X130;X131;X132;X133;X134;X135;X136;X137;X138;X139;X14;X15;X16;X17;X18;X19;X2;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X3;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;X4;X40;X41;X42;X43;X44;X45;X46;X47;X48;X49;X5;X50;X51;X52;X53;X54;X55;X56;X57;X58;X59;X6;X60;X61;X62;X63;X64;X65;X66;X67;X68;X69;X7;X70;X71;X72;X73;X74;X75;X76;X77;X78;X79;X8;X80;X81;X82;X83;X84;X85;X86;X87;X88;X89;X9;X90;X91;X92;X93;X94;X95;X96;X97;X98;X99
"Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae";0;0;0;0.027518;0;0;0;0;0.004343;0;0;0.059814;0;0.060152;0.014641;0;0;0;0.10911;0.177679;0;0;0;0;0.048193;0.0412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003024;0;0;0;0;0;0;0;0.007283;0;0;0;0;0.009288;0;0;0;0;0;0;0;0;0;0;0;0;0;0.034585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008255;0;0;0;0;0;0;0.118953;0;0;0;0;0;0;0;0;0;0;0;0;0.068373;0;0.023518;0
"Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae";0;0;0;0.055036;0.136229;0;0;0;0.371288;0.10231;0;0;0;0;0.014641;0.078443;0;0;0;0.011105;0.075883;0;0;0;0;0.321875;0.177041;0;0.029312;0.005933;0.36031;0.313349;0.014564;0;0;0;0.205835;0.181624;0;0;0;0.025934;0;0;0;0;0;0;0;0;0;0;0;0.060365;0.029088;0;0;0;0;0;0;0;0;0;0.050525;0.01881;0;0;0;0.015118;0;0;0;0;0;0;0;0.007283;0;0.011014;0.019621;0.040678;0.004644;0;0;0;0.074446;0.024931;0;0;0;0.055075;0.166876;0.015184;0;0;0;0.052304;0.028003;0;0;0;0;0;0;0;0;0;0.013217;0;0;0;0;0;0.212565;0.005503;0;0;0;0;0.186157;0.022959;0;0;0.016743;0.103734;0.064158;0;0;0.222286;0.766373;0.127002;0.007678;0;0.024007;0.294301;0.22899;0;0.021734
"Bacteria;Bacteroidota;Bacteroidia;Cytophagales;MWH-CFBk5";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.158245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Bacteroidota;Bacteroidia;Cytophagales;others";0;0;0;0;0;0;0;0;0.008685;0;0;0;0;0.060152;0;0;0;0;0.07274;0;0;0;0;0.008398;0;0.0103;0;0;0;0.038563;0;0;0.038837;0;0;0;0.005082;0;0;0.004622;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008624;0.003636;0;0;0;0;0;0;0;0;0;0.050525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018356;0.007848;0.021536;0;0;0;0;0.083752;0;0;0;0;0;0.027813;0;0;0;0;0;0;0;0;0;0;0.006739;0;0;0;0;0.009912;0.037474;0.023131;0;0;0;0;0;0;0;0;0;0;0;0;0;0.016743;0;0;0;0;0;0;0;0;0;0.024007;0.041618;0;0;0
"Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae";0;0;0;0;0;0;0;0;0;0;0;0;0;0.120304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009245;0;0;0;0;0;0;0;0;0;0;0.006651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.045065;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007678;0;0;0;0;0;0
"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae";0;0;0.015733;0;0;0;0;0;0.013029;0;0;0.019938;0;0;0;0;0;0;0;0;0;0;0;0.092381;0;0.012875;0.00562;0;0;0;0;0.067751;0;0;0.014835;0;0;0.02671;0;0;0;0.025934;0;0;0;0;0.016801;0.015196;0;0;0;0.00934;0;0.008624;0.005454;0;0;0;0;0;0;0;0;0.012956;0;0;0;0;0;0.003024;0;0;0;0;0;0.048661;0;0.007283;0;0.007342;0.023546;0.026321;0.01161;0;0;0;0;0;0.015914;0;0;0;0;0;0;0;0;0.010461;0;0;0;0;0;0;0;0;0;0.002986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009166;0;0;0;0;0;0;0;0;0.014863;0;0;0
"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae";0;0;0;0;0.016027;0;0;0;0.082508;0.02436;0;0;0;0.109368;0;0;0;0;0.03637;0.180454;0;0;0;0.088183;0;0.0824;0.064634;0;0;0;0.166297;0.08469;0.009709;0;0.011126;0;0.027954;0.090814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.125043;0.021816;0;0;0;0;0;0;0;0;0;0.045473;0.02508;0;0.0064;0;0.046864;0.026544;0;0;0.015484;0;0.010814;0;0;0;0.044054;0.015696;0.01675;0.004644;0;0;0;0.065141;0.009589;0.03501;0;0;0.07081;0.055626;0.030368;0;0;0;0.031383;0;0;0;0;0;0.013478;0;0;0;0.009954;0.006608;0;0.026435;0;0;0;0.070855;0;0;0;0;0;0;0;0;0.037987;0.145106;0;0.03437;0;0;0.028682;0;0;0;0;0;0.065398;0.068697;0;0
"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae";0.068738;0;0.015733;3.728676;0.232391;0.021803;0;0.06501;0.603616;0.36052;0.053041;0;0.041;0.174988;0.629574;0.062754;0;0;0.07274;0.316489;0.347795;0.013176;0;0.424117;0;0.599975;0.328791;0.037939;0.062288;0;1.164078;0.880761;0.024273;0.010262;0.122384;0;0.325271;0.550217;0;0.016948;0.324773;0.60944;1.310414;0;0;0.082016;0.056005;0.144365;0.030992;0;0.006651;0.02335;0;0.840809;0.149983;0.007096;0.004105;0;0;0;0;0.247849;0;0.012956;0.141471;0.20064;0.018555;0;0.210182;0.195018;0.030968;0;0;0.061935;0;0.178429;0.052746;0.014566;0.083893;1.027935;0.204056;0.131607;0.058051;0.052452;0.035878;0;0.530432;0.161095;0.044559;0;0.02054;0.723842;0.305939;0.220164;0;0.026164;0.034585;0.470738;0.238027;0.014639;0.006828;0;0;0.158363;0;0;0;0.021898;0.0793;0.093685;0.023131;0.182391;0.013476;0.366972;0.661314;0.055031;0.138642;0;0.067598;0;0.355391;0.321421;0.317208;0.075972;0.932025;0.155602;0.128318;0.3003;0;0.566471;0.209011;0.265549;0.099819;0;0.120034;0.710479;0.389283;0.035278;0
"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS7_marine_group";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9_marine_group";0;0;0;0.027518;0;0;0;0;0.004343;0;0;0;0;0;0;0;0;0;0;0.013881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011014;0;0;0;0;0;0;0;0;0;0;0;0.015736;0;0;0;0;0;0.010461;0;0;0;0;0;0.006739;0;0;0;0;0;0;0;0;0;0;0.047237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020809;0;0;0
"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;others";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.033315;0;0;0;0.008398;0;0;0;0;0;0;0;0;0;0;0;0;0.030494;0.016026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07081;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011162;0;0.009165;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae";0;0;0.015733;0;0;0;0;0.065008;0;0;0;0.079753;0;0.973368;0;0;0;0.301998;1.854883;0;0;0;0.459453;0;0.240964;0;0;0;0.007328;0;0;0;0;0.107753;0;0;0;0;0;0.064712;0.055553;1.115145;0;0;0;0;0.011201;0;0;0;0.006651;0;0.040022;0;0;0.003548;0.041048;0;0;0;0;0.021869;0;0.03239;0;0;0;0.089597;0.058384;0.006047;0;0;0;0;0.201374;0;0;0.120175;1.447147;0.018356;0;0;0;0;0;0.027228;0;0;0;0;0;0;0;0;0;0;0.096839;0;0;0;0.023897;1.360076;0;0;0;0;0;0.003982;0;0;0;0;0.026952;0;0;0;1.762725;0;0.360523;0;0;0;0.079302;0.48433;0;0;0;0;0;0;0;0;0;0;0.636178;0;0;0;0
"Bacteria;Bacteroidota;Bacteroidia;others;";0;0;0.173065;0;0;0;0;0;0.006514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008398;0;0.0103;0;0;0;0;0;0;0;0;0;0;0.007624;0;0;0;0;0;0;0;0;0;0;0.037991;0;0;0;0;0;0.030183;0.033632;0.003548;0;0;0;0;0;0;0;0;0.065683;0.02508;0;0;0;0.01663;0;0;0;0;0;0.021627;0;0;0;0;0;0;0;0;0;0;0;0.013425;0;0;0;0.055075;0.041719;0;0;0;0;0.052304;0;0;0;0;0;0.006739;0;0;0;0;0;0;0;0;0;0;0.047237;0.005503;0;0;0;0;0;0;0;0;0.05581;0;0.011457;0;0;0.028682;0;0;0;0;0;0;0;0;0
"Bacteria;Bacteroidota;Bacteroidia;SM1A07;others";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;AKYH767";0;0;0.070799;0;0;0;0;0;0.0152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0309;0;0;0;0;0;0.016938;0;0;0;0;0.02033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.019243;0;0;0;0.01189;0.045798;0;0
"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;env.OPS_17";0;0;0;0;0;0;0;0;0.004343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.016938;0;0.030787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006651;0;0;0;0;0.002365;0.004105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005119;0;0;0.005945;0;0;0
"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;FFCH9454";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae";0;0.1088;0.0236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03637;0;0;0;0;0.10498;0;0;0;0;0;0;0;0;0;0;0.040794;0.007557;0;0;0;0;0;0;0;0;0;0.025236;0;0.015196;0.041322;0;0.026603;0.01401;0;0;0;0.002365;0.00821;0;0;0;0;0;0;0;0;0;0;0.0064;0;0.054425;0.017696;0;0;0.008848;0;0.021627;0.017582;0.007283;0;0;0;0;0;0;0;0;0;0;0.006366;0;0;0;0;0;0;0;0.027668;0;0;0;0;0;0;0;0;0;0;0.001991;0;0;0;0;0.008984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;NS11-12_marine_group";0;0;0.0236;0.027518;0.032054;0.021803;0;0;0.036912;0.009744;0;0;0.041;0;0;0.062754;0;0;0;0;0;0;0;0.008398;0;0.0103;0.019671;0;0;0;0.055432;0.016938;0;0;0;0;0.025413;0.053419;0;0;0;0;0;0;0;0;0;0;0;0.071979;0;0.01868;0;0.056053;0.022725;0.00473;0.004105;0;0;0;0;0;0;0;0.035368;0.03135;0;0;0;0.018142;0;0;0;0;0.272447;0;0;0;0;0;0;0.01675;0.004644;0;0;0;0;0.009589;0.006366;0;0;0.023603;0.027813;0.015184;0;0.026164;0;0.026152;0.042005;0;0;0;0;0;0;0;0;0.003981;0.009912;0;0;0.033162;0.008984;0;0;0;0;0;0;0;0.067694;0;0;0.075973;0.011162;0;0.045826;0;0;0.043024;0;0.034637;0;0;0;0.011891;0;0;0
"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;others";0;0;0;0.055036;0;0;0;0;0.043426;0;0;0;0;0;0.036603;0;0;0;0;0.027762;0.139118;0;0;0;0;0.05665;0.008431;0;0;0;0;0.042345;0;0;0;0;0.040659;0;0;0;0.008547;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00909;0;0.00821;0;0;0;0;0;0;0;0.015158;0.01254;0;0;0;0.007559;0;0;0;0;0;0;0;0;0;0;0;0;0.004644;0;0;0;0.018612;0;0;0;0;0.015736;0.027813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.016743;0;0;0;0;0;0.06967;0.030788;0;0;0;0.044591;0.091596;0;0
"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;S15A-MN91";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.035537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae";0;0;0;0;0;0;0;0.008668;0;0;0;0;0;0.06562;0;0;0;0;0.127296;0;0;0;0.022973;0;0;0.0103;0;0;0;0;0;0;0;0;0;0;0;0;0;0.046223;0;0.103734;0;0;0;0;0.117607;0;0;0;0;0;0;0;0;0;0;0;0;0;0.027395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.029134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.062253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.079224;0;0;0;0;0;0;0.104463;0;0;0;0;0;0;0;0;0;0;0.084024;0;0;0;0
"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;ST-12K33";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00934;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007559;0;0;0.026613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.025462;0.013254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Bacteroidota;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae";0;0.0408;0;0;0;0;0;0;0.028227;0;0;0;0.061501;0;0;0;0;0;0;0;0;0;0;0.121778;0;0.007725;0.016861;0;0;0;0;0;0;0.010262;0.007417;0;0;0;0;0;0;0;0;0;0;0;0.016801;0.022795;0.165289;0.014396;0;0.065381;0.016009;0.008624;0.031814;0.007095;0;0;0;0.091051;0.027395;0;0;0;0.025263;0;0;0.0128;0;0.083147;0.017696;0;0;0.01106;0;0.037848;0.035165;0.040058;0;0;0;0;0;0;0;0;0;0.005753;0.012732;0;0;0;0;0;0;0.026164;0;0;0;0;0;0;0.112108;0.080868;0;0;0.031046;0.003981;0.009912;0.056211;0.026436;0;0;0;0;0;0;0.066667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Bacteroidota;Ignavibacteria;Ignavibacteriales;Melioribacteraceae";0.027495;0.136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.062987;0;0;0;0;0;0;0;0;0;0;0.014834;0;0;0;0;0;0;0;0;0;0;0.037854;0.022401;0.015196;0.17562;0.021594;0.023278;0.02802;0;0.008624;0.003636;0.007096;0.028733;0;0;0;0.018263;0;0.0179;0.012956;0.010105;0;0;0.0064;0;0.065007;0.17696;0;0;0.004424;0;0;0.096703;0.029132;0;0.036712;0.051015;0.007179;0.004644;0;0;0;0;0.003836;0.006366;0.019881;0;0;0;0;0;0.026164;0;0.010461;0;0.014639;0;0;0;0;0;0;0;0.006968;0.009912;0;0.006609;0;0.008984;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020623;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Bacteroidota;Ignavibacteria;Ignavibacteriales;others";0.027495;0;0;0.082554;0;0;0.076453;0.004334;0.006514;0.014616;0;0;0.143502;0;0.065886;0.031377;0;0;0;0.055524;0;0;0;0.041992;0;0;0.047773;0.009485;0.058626;0.035597;0;0;0.048546;0.015393;0.011126;0.015114;0.027953;0.016026;0.020121;0.003082;0.008547;0;0;0;0;0.012618;0.016801;0.015196;0;0.043188;0;0.02802;0;0.129355;0.063629;0.015373;0.018472;0;0.088398;0.065037;0.045658;0;0.02685;0;0.050526;0.08151;0.027832;0.0096;0;0.048376;0.02212;0.115474;0;0.008848;0;0.027035;0;0.010925;0;0.018356;0.007848;0.019143;0.03251;0.052452;0;0.018152;0.027917;0.059451;0.047742;0.019881;0;0;0;0.022776;0.030642;0;0;0.026152;0.056007;0.051237;0;0;0;0.016847;0;0;0.031046;0.008958;0.046258;0.074948;0.056176;0.033162;0.008984;0;0.094474;0.027515;0;0;0;0;0;0.015306;0;0;0.05581;0;0.057283;0;0;0.043024;0;0.019243;0;0;0;0.026754;0;0;0
"Bacteria;Bacteroidota;Ignavibacteria;Ignavibacteriales;PHOS-HE36";0;0.0544;0.0236;0;0;0;0;0;0;0.029231;0;0;0;0;0;0;0;0;0;0;0;0;0;0.025195;0;0;0;0;0.025649;0.04153;0;0;0.048546;0;0.02596;0.068015;0;0;0;0;0;0;0;0;0;0.05047;0.011201;0;0;0.151156;0.239426;0.02335;0.064036;0;0.002727;0.041391;0.162138;0;0;0;0.109579;0;0.179003;0.019434;0;0;0;0.092797;0.198505;0.030235;0.008848;0.144342;0.03992;0.039815;0;0.043255;0.035165;0.211216;0;0.036712;0.007848;0;0.006966;0.288486;0.07688;0.054456;0;0;0.02228;0.026508;0.256753;0;0;0;0.030642;0.026164;0.11759;0;0;0.021959;0.109245;0.041214;0;0;0;0.150981;0.020698;0.054744;0;0;0;0.099486;0.143743;0;0;0;0;0.099999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0326;0.03601;0.029727;0.068697;0;0.097804
"Bacteria;Bacteroidota;Ignavibacteria;Ignavibacteriales;SM1H02";0;0;0;0;0;0;0;0;0.008685;0.068206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00562;0.014227;0.080609;0.011866;0;0;0.058255;0;0;0;0.040659;0.032051;0.020121;0;0;0;0;0;0;0;0;0.098777;0;0;0;0;0;0.04743;0.009999;0.002365;0;0;0;0;0;0;0;0;0.025263;0.01881;0;0;0;0.024188;0;0;0;0;0;0;0;0;0;0;0;0.004786;0.018577;0;0;0;0;0.01726;0;0;0;0.078679;0;0.015184;0;0;0;0.015691;0;0.051237;0.006828;0;0;0;0;0;0;0;0.03965;0.037474;0.026435;0;0;0;0;0.046777;0;0;0;0;0.05077;0.030611;0;0;0.072553;0;0.153522;0;0;0.050194;0;0;0;0;0;0.005945;0;0;0
"Bacteria;Bacteroidota;Kapabacteria;Kapabacteriales;others";0;0;0.715859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.037793;0;0;0;0;0;0;0;0;0;0;0.007417;0.007557;0;0;0;0;0;0;0;0;0;0;0;0.015196;0.061984;0;0.016627;0.01401;0;0.008624;0.011817;0.00473;0.00821;0;0;0;0.018263;0;0;0;0;0;0;0;0;0.0257;0.039816;0;0;0.013272;0.402748;0.08651;0.114285;0;0;0;0;0;0;0;0;0;0.018612;0;0.006366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.118953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Bacteroidota;Kryptonia;Kryptoniales;BSV26";0;0.0272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008431;0;0.014656;0.03263;0;0;0;0.010262;0;0.041564;0;0;0;0;0;0.0389;0;0;0;0.025235;0.028002;0;0;0.014396;0;0;0;0;0;0.002365;0.00821;0;0;0;0;0;0.0179;0;0;0;0;0;0;0;0;0;0;0.019908;0;0;0;0.007283;0;0.011014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.013656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009165;0;0;0;0;0;0;0;0;0;0;0;0.032602
"Bacteria;Bacteroidota;Kryptonia;Kryptoniales;MSB-3C8";0;0.0544;0;0;0;0;0;0;0;0;0;0;0.041;0;0;0;0;0;0;0;0;0;0;0.062988;0;0;0;0;0;0;0;0;0.009709;0;0.074173;0.011336;0;0;0;0;0;0;0;0;0;0.012618;0;0.159562;0.082645;0.028791;0.016627;0.07005;0;0.017248;0.001818;0.005913;0;0;0;0;0.027395;0;0.044751;0;0.010105;0;0;0.0064;0;0.074076;0.008848;0;0;0.019908;0;0.291971;0.017582;0.0874;0;0;0;0;0.009289;0;0.015376;0;0;0;0;0.092777;0;0;0;0;0;0.130821;0;0.015691;0;0;0.020483;0;0;0;0;0;0.062093;0.006968;0;0;0.019827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.082508;0;0;0;0;0;0;0;0;0;0
"Bacteria;Bacteroidota;others;";0;0;0;0;0.016027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.063853;0;0;0;0;0;0;0;0.047425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Bacteroidota;Rhodothermia;Balneolales;Balneolaceae";0;0;0;0.426527;0;0;0;0;0;0.009744;0;0;0;0;0;0;0;0;0;0.186008;0;0;0;0;0;0.0103;0;0;0;0;0;0;0;0;0;0;0.033036;0.010684;0;0;0.226486;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001818;0;0;0;0;0;0;0;0;0;0.02021;0.05016;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011014;0.019621;0;0;0;0;0;0;0;0;0;0;0.023603;0;0.068326;0;0;0;0.010461;0;0;0;0;0;0.013478;0;0;0;0.002986;0.251116;0.074948;0.069394;0;0;0;0;0.005503;0;0;0;0;0;0;0;0;0.027905;0;0.006874;0;0;0;0;0;0;0;0;0;0;0;0
