1	2	3	4	5	6	7	8	9	10	11	12
0	83	0	0	715	2339	0	880	639	0	987	307
0	100	0	1	746	2067	0	902	677	0	983	271
0	100	0	0	747	1987	0	837	817	0	990	339
0	102	1	2	744	2060	0	886	919	1	982	315
0	95	2	1	1123	290	0	1143	78	0	1081	148
0	95	1	1	1109	489	0	1119	42	0	1081	104
0	86	1	1	1086	214	1	1116	43	1	1050	114
0	77	2	2	1015	185	2	1033	54	1	985	106
