1	2	3	4	5	6	7	8	9	10	11	12
0	148	0	0	768	4093	0	656	3170	0	475	2328
0	169	0	0	819	4206	0	639	3637	0	481	2398
0	171	0	0	830	4258	0	668	3717	0	491	2534
0	173	2	0	824	4280	0	677	3738	0	501	2524
0	180	1	1	762	3836	0	1070	2393	0	1345	1730
0	180	2	1	760	3621	1	1082	2149	0	1012	1588
0	181	2	1	742	3561	1	1082	2062	1	1343	1514
0	169	2	2	724	3397	1	1050	2043	1	1263	1545
